,index,H,Day,Hour,Location ID,Network Node Description,MW Factor,Energy Component,Congestion Component,Marginal Loss Component,Price
466,42953,D,2024-07-20,11,16255,LD.CANDLE  13.2,37.0,23.29,0.0,0.36,23.65
467,43039,D,2024-07-20,12,16255,LD.CANDLE  13.2,40.0,27.44,0.0,0.43,27.87
468,43127,D,2024-07-20,13,16255,LD.CANDLE  13.2,41.0,25.46,0.0,0.42,25.88
469,43214,D,2024-07-20,14,16255,LD.CANDLE  13.2,42.0,24.64,0.0,0.39,25.03
470,43302,D,2024-07-20,15,16255,LD.CANDLE  13.2,43.0,24.59,0.0,0.38,24.97
471,43390,D,2024-07-20,16,16255,LD.CANDLE  13.2,43.0,31.8,0.0,0.49,32.29
472,43480,D,2024-07-20,17,16255,LD.CANDLE  13.2,43.0,50.57,0.0,0.87,51.44
473,43572,D,2024-07-20,18,16255,LD.CANDLE  13.2,47.0,37.39,0.0,0.8,38.19
474,43666,D,2024-07-20,19,16255,LD.CANDLE  13.2,48.0,39.31,0.0,0.93,40.24
475,43760,D,2024-07-20,20,16255,LD.CANDLE  13.2,46.0,41.46,0.0,0.95,42.41
476,43853,D,2024-07-20,21,16255,LD.CANDLE  13.2,43.0,42.4,0.0,0.89,43.29
477,43946,D,2024-07-20,22,16255,LD.CANDLE  13.2,42.0,41.67,0.0,0.87,42.54
478,44039,D,2024-07-20,23,16255,LD.CANDLE  13.2,40.0,41.12,0.0,0.8,41.92
479,44132,D,2024-07-20,24,16255,LD.CANDLE  13.2,37.0,36.22,0.0,0.67,36.89
480,44225,D,2024-07-21,1,16255,LD.CANDLE  13.2,34.0,34.2,0.0,0.61,34.81
481,44318,D,2024-07-21,2,16255,LD.CANDLE  13.2,31.0,26.6,0.0,0.56,27.16
482,44411,D,2024-07-21,3,16255,LD.CANDLE  13.2,30.0,26.34,0.0,0.55,26.89
483,44504,D,2024-07-21,4,16255,LD.CANDLE  13.2,29.0,25.32,0.0,0.49,25.81
484,44597,D,2024-07-21,5,16255,LD.CANDLE  13.2,29.0,24.45,0.0,0.46,24.91
485,44690,D,2024-07-21,6,16255,LD.CANDLE  13.2,27.0,24.1,0.0,0.47,24.57
486,44783,D,2024-07-21,7,16255,LD.CANDLE  13.2,27.0,23.97,0.0,0.44,24.41
487,44876,D,2024-07-21,8,16255,LD.CANDLE  13.2,28.0,22.79,0.0,0.38,23.17
488,44968,D,2024-07-21,9,16255,LD.CANDLE  13.2,32.0,21.69,0.0,0.32,22.01
489,45058,D,2024-07-21,10,16255,LD.CANDLE  13.2,35.0,20.48,0.0,0.3,20.78
490,45143,D,2024-07-21,11,16255,LD.CANDLE  13.2,38.0,20.96,0.0,0.31,21.27
491,45228,D,2024-07-21,12,16255,LD.CANDLE  13.2,39.0,22.88,0.0,0.33,23.21
492,45313,D,2024-07-21,13,16255,LD.CANDLE  13.2,41.0,38.62,0.0,0.56,39.18
493,45399,D,2024-07-21,14,16255,LD.CANDLE  13.2,42.0,49.52,0.01,0.84,50.37
494,45487,D,2024-07-21,15,16255,LD.CANDLE  13.2,42.0,32.02,0.0,0.51,32.53
495,45577,D,2024-07-21,16,16255,LD.CANDLE  13.2,43.0,31.03,0.0,0.47,31.5
496,45669,D,2024-07-21,17,16255,LD.CANDLE  13.2,46.0,41.54,0.01,0.73,42.28
497,45763,D,2024-07-21,18,16255,LD.CANDLE  13.2,49.0,43.13,0.01,0.96,44.1
498,45856,D,2024-07-21,19,16255,LD.CANDLE  13.2,50.0,49.21,0.0,1.24,50.45
499,45949,D,2024-07-21,20,16255,LD.CANDLE  13.2,48.0,54.67,0.0,1.4,56.07
500,46042,D,2024-07-21,21,16255,LD.CANDLE  13.2,46.0,47.61,0.0,1.16,48.77
501,46135,D,2024-07-21,22,16255,LD.CANDLE  13.2,44.0,48.67,0.0,1.05,49.72
502,46228,D,2024-07-21,23,16255,LD.CANDLE  13.2,41.0,41.87,0.0,0.84,42.71
503,46321,D,2024-07-21,24,16255,LD.CANDLE  13.2,37.0,36.58,0.0,0.63,37.21
504,46414,D,2024-07-22,1,16255,LD.CANDLE  13.2,33.0,29.99,0.0,0.42,30.41
505,46507,D,2024-07-22,2,16255,LD.CANDLE  13.2,31.0,26.69,0.0,0.32,27.01
506,46600,D,2024-07-22,3,16255,LD.CANDLE  13.2,29.0,27.4,0.0,0.26,27.66
507,46693,D,2024-07-22,4,16255,LD.CANDLE  13.2,27.0,25.92,0.0,0.22,26.14
508,46786,D,2024-07-22,5,16255,LD.CANDLE  13.2,27.0,26.0,0.02,0.22,26.24
509,46879,D,2024-07-22,6,16255,LD.CANDLE  13.2,26.0,26.29,0.0,0.22,26.51
510,46972,D,2024-07-22,7,16255,LD.CANDLE  13.2,27.0,25.75,0.0,0.27,26.02
511,47065,D,2024-07-22,8,16255,LD.CANDLE  13.2,29.0,32.13,0.0,0.33,32.46
512,47157,D,2024-07-22,9,16255,LD.CANDLE  13.2,31.0,32.34,0.0,0.31,32.65
513,47249,D,2024-07-22,10,16255,LD.CANDLE  13.2,35.0,43.28,0.0,0.32,43.6
514,47338,D,2024-07-22,11,16255,LD.CANDLE  13.2,39.0,47.37,0.0,0.38,47.75
515,47428,D,2024-07-22,12,16255,LD.CANDLE  13.2,40.0,54.65,0.0,0.55,55.2
516,47515,D,2024-07-22,13,16255,LD.CANDLE  13.2,42.0,39.69,0.03,0.43,40.15
517,47606,D,2024-07-22,14,16255,LD.CANDLE  13.2,43.0,34.74,0.01,0.44,35.19
518,47698,D,2024-07-22,15,16255,LD.CANDLE  13.2,44.0,53.61,0.18,0.83,54.62
519,47791,D,2024-07-22,16,16255,LD.CANDLE  13.2,45.0,63.49,0.28,1.22,64.99
520,47884,D,2024-07-22,17,16255,LD.CANDLE  13.2,46.0,61.93,0.03,1.01,62.97
521,47978,D,2024-07-22,18,16255,LD.CANDLE  13.2,50.0,44.05,0.0,0.85,44.9
522,48071,D,2024-07-22,19,16255,LD.CANDLE  13.2,49.0,45.85,0.0,0.99,46.84
523,48164,D,2024-07-22,20,16255,LD.CANDLE  13.2,49.0,61.59,0.01,1.08,62.68
524,48257,D,2024-07-22,21,16255,LD.CANDLE  13.2,47.0,59.02,0.01,0.95,59.98
525,48350,D,2024-07-22,22,16255,LD.CANDLE  13.2,45.0,38.22,0.0,0.67,38.89
526,48443,D,2024-07-22,23,16255,LD.CANDLE  13.2,43.0,54.25,0.0,0.88,55.13
527,48536,D,2024-07-22,24,16255,LD.CANDLE  13.2,39.0,44.17,0.0,0.66,44.83
528,48629,D,2024-07-23,1,16255,LD.CANDLE  13.2,34.0,33.73,0.0,0.46,34.19
529,48722,D,2024-07-23,2,16255,LD.CANDLE  13.2,31.0,33.45,0.0,0.41,33.86
530,48815,D,2024-07-23,3,16255,LD.CANDLE  13.2,30.0,34.9,0.0,0.38,35.28
531,48908,D,2024-07-23,4,16255,LD.CANDLE  13.2,28.0,34.13,0.0,0.29,34.42
532,49001,D,2024-07-23,5,16255,LD.CANDLE  13.2,27.0,32.45,0.0,0.21,32.66
533,49094,D,2024-07-23,6,16255,LD.CANDLE  13.2,25.0,29.28,0.0,0.29,29.57
534,49187,D,2024-07-23,7,16255,LD.CANDLE  13.2,25.0,31.41,0.0,0.38,31.79
535,49280,D,2024-07-23,8,16255,LD.CANDLE  13.2,28.0,36.04,0.0,0.45,36.49
536,49373,D,2024-07-23,9,16255,LD.CANDLE  13.2,31.0,33.52,0.0,0.34,33.86
537,49466,D,2024-07-23,10,16255,LD.CANDLE  13.2,33.0,31.0,0.0,0.27,31.27
538,49560,D,2024-07-23,11,16255,LD.CANDLE  13.2,34.0,31.64,0.0,0.26,31.9
539,49653,D,2024-07-23,12,16255,LD.CANDLE  13.2,35.0,29.82,0.0,0.26,30.08
540,49747,D,2024-07-23,13,16255,LD.CANDLE  13.2,36.0,28.92,0.0,0.25,29.17
541,49840,D,2024-07-23,14,16255,LD.CANDLE  13.2,38.0,29.95,0.0,0.18,30.13
542,49932,D,2024-07-23,15,16255,LD.CANDLE  13.2,39.0,31.39,0.0,0.15,31.54
543,50026,D,2024-07-23,16,16255,LD.CANDLE  13.2,39.0,30.96,0.0,0.18,31.14
544,50119,D,2024-07-23,17,16255,LD.CANDLE  13.2,40.0,27.38,0.0,0.21,27.59
545,50214,D,2024-07-23,18,16255,LD.CANDLE  13.2,39.0,29.84,0.0,0.25,30.09
546,50308,D,2024-07-23,19,16255,LD.CANDLE  13.2,38.0,34.99,0.0,0.33,35.32
547,50403,D,2024-07-23,20,16255,LD.CANDLE  13.2,39.0,60.06,0.0,0.56,60.62
548,50495,D,2024-07-23,21,16255,LD.CANDLE  13.2,38.0,39.46,0.0,0.34,39.8
549,50588,D,2024-07-23,22,16255,LD.CANDLE  13.2,37.0,33.51,0.0,0.26,33.77
550,50681,D,2024-07-23,23,16255,LD.CANDLE  13.2,34.0,29.24,0.0,0.18,29.42
551,50774,D,2024-07-23,24,16255,LD.CANDLE  13.2,31.0,27.75,0.0,0.22,27.97
552,50867,D,2024-07-24,1,16255,LD.CANDLE  13.2,28.0,31.51,0.0,0.13,31.64
553,50960,D,2024-07-24,2,16255,LD.CANDLE  13.2,26.0,26.59,0.0,0.15,26.74
554,51053,D,2024-07-24,3,16255,LD.CANDLE  13.2,25.0,29.53,0.0,0.03,29.56
555,51146,D,2024-07-24,4,16255,LD.CANDLE  13.2,24.0,27.62,0.0,0.02,27.64
556,51239,D,2024-07-24,5,16255,LD.CANDLE  13.2,24.0,29.55,0.0,0.03,29.58
557,51332,D,2024-07-24,6,16255,LD.CANDLE  13.2,23.0,35.71,0.0,0.02,35.73
558,51425,D,2024-07-24,7,16255,LD.CANDLE  13.2,23.0,31.43,0.0,0.06,31.49
559,51518,D,2024-07-24,8,16255,LD.CANDLE  13.2,26.0,31.23,0.0,0.07,31.3
560,51611,D,2024-07-24,9,16255,LD.CANDLE  13.2,28.0,32.1,0.0,0.15,32.25
561,51705,D,2024-07-24,10,16255,LD.CANDLE  13.2,31.0,35.38,0.0,0.1,35.48
562,51799,D,2024-07-24,11,16255,LD.CANDLE  13.2,32.0,36.49,0.0,0.09,36.58
563,51893,D,2024-07-24,12,16255,LD.CANDLE  13.2,33.0,35.31,0.0,0.08,35.39
564,51987,D,2024-07-24,13,16255,LD.CANDLE  13.2,27.0,41.76,0.0,0.12,41.88
565,52081,D,2024-07-24,14,16255,LD.CANDLE  13.2,36.0,33.56,0.0,0.05,33.61
566,52176,D,2024-07-24,15,16255,LD.CANDLE  13.2,36.0,30.68,0.0,0.03,30.71
567,52271,D,2024-07-24,16,16255,LD.CANDLE  13.2,36.0,30.27,0.0,0.06,30.33
568,52363,D,2024-07-24,17,16255,LD.CANDLE  13.2,36.0,34.56,0.0,0.08,34.64
569,52455,D,2024-07-24,18,16255,LD.CANDLE  13.2,37.0,31.85,0.0,0.09,31.94
570,52547,D,2024-07-24,19,16255,LD.CANDLE  13.2,39.0,31.63,0.0,0.07,31.7
571,52640,D,2024-07-24,20,16255,LD.CANDLE  13.2,39.0,40.95,0.0,0.08,41.03
572,52733,D,2024-07-24,21,16255,LD.CANDLE  13.2,36.0,38.47,0.01,0.09,38.57
573,52826,D,2024-07-24,22,16255,LD.CANDLE  13.2,35.0,31.87,0.0,0.04,31.91
574,52919,D,2024-07-24,23,16255,LD.CANDLE  13.2,34.0,31.81,0.0,0.02,31.83
575,53012,D,2024-07-24,24,16255,LD.CANDLE  13.2,30.0,28.53,0.0,0.06,28.59
576,53105,D,2024-07-25,1,16255,LD.CANDLE  13.2,27.0,25.59,0.0,0.12,25.71
577,53198,D,2024-07-25,2,16255,LD.CANDLE  13.2,25.0,28.04,0.0,0.17,28.21
578,53291,D,2024-07-25,3,16255,LD.CANDLE  13.2,24.0,25.05,0.0,0.15,25.2
579,53384,D,2024-07-25,4,16255,LD.CANDLE  13.2,23.0,24.39,0.0,0.17,24.56
580,53477,D,2024-07-25,5,16255,LD.CANDLE  13.2,23.0,25.31,0.0,0.16,25.47
581,53570,D,2024-07-25,6,16255,LD.CANDLE  13.2,23.0,31.85,0.0,0.16,32.01
582,53663,D,2024-07-25,7,16255,LD.CANDLE  13.2,24.0,26.79,0.0,0.13,26.92
583,53756,D,2024-07-25,8,16255,LD.CANDLE  13.2,26.0,39.37,0.0,0.05,39.42
584,53849,D,2024-07-25,9,16255,LD.CANDLE  13.2,30.0,41.62,0.0,0.09,41.71
585,53941,D,2024-07-25,10,16255,LD.CANDLE  13.2,32.0,48.98,0.0,0.16,49.14
586,54034,D,2024-07-25,11,16255,LD.CANDLE  13.2,36.0,34.36,0.0,0.17,34.53
587,54127,D,2024-07-25,12,16255,LD.CANDLE  13.2,37.0,44.1,0.0,0.27,44.37
588,54219,D,2024-07-25,13,16255,LD.CANDLE  13.2,37.0,39.88,0.0,0.26,40.14
589,54313,D,2024-07-25,14,16255,LD.CANDLE  13.2,38.0,33.98,0.0,0.21,34.19
590,54406,D,2024-07-25,15,16255,LD.CANDLE  13.2,38.0,30.34,0.0,0.18,30.52
591,54498,D,2024-07-25,16,16255,LD.CANDLE  13.2,40.0,29.36,0.0,0.18,29.54
592,54591,D,2024-07-25,17,16255,LD.CANDLE  13.2,41.0,27.14,0.0,0.2,27.34
593,54684,D,2024-07-25,18,16255,LD.CANDLE  13.2,42.0,28.77,0.0,0.26,29.03
594,54777,D,2024-07-25,19,16255,LD.CANDLE  13.2,43.0,28.63,0.0,0.31,28.94
595,54870,D,2024-07-25,20,16255,LD.CANDLE  13.2,44.0,29.75,0.0,0.34,30.09
596,54963,D,2024-07-25,21,16255,LD.CANDLE  13.2,43.0,27.88,0.0,0.29,28.17
597,55056,D,2024-07-25,22,16255,LD.CANDLE  13.2,41.0,26.14,0.0,0.27,26.41
598,55149,D,2024-07-25,23,16255,LD.CANDLE  13.2,39.0,26.55,0.0,0.32,26.87
599,55242,D,2024-07-25,24,16255,LD.CANDLE  13.2,35.0,26.15,0.0,0.34,26.49
600,55335,D,2024-07-26,1,16255,LD.CANDLE  13.2,31.0,27.16,0.0,0.44,27.6
601,55428,D,2024-07-26,2,16255,LD.CANDLE  13.2,29.0,24.53,0.0,0.41,24.94
602,55521,D,2024-07-26,3,16255,LD.CANDLE  13.2,27.0,22.47,0.0,0.35,22.82
603,55614,D,2024-07-26,4,16255,LD.CANDLE  13.2,26.0,20.95,0.0,0.32,21.27
604,55707,D,2024-07-26,5,16255,LD.CANDLE  13.2,24.0,20.14,0.0,0.32,20.46
605,55800,D,2024-07-26,6,16255,LD.CANDLE  13.2,24.0,22.42,0.0,0.35,22.77
606,55893,D,2024-07-26,7,16255,LD.CANDLE  13.2,24.0,21.98,0.0,0.38,22.36
607,55986,D,2024-07-26,8,16255,LD.CANDLE  13.2,27.0,22.0,0.0,0.39,22.39
608,56078,D,2024-07-26,9,16255,LD.CANDLE  13.2,31.0,20.09,0.0,0.35,20.44
609,56164,D,2024-07-26,10,16255,LD.CANDLE  13.2,34.0,20.07,0.0,0.32,20.39
610,56246,D,2024-07-26,11,16255,LD.CANDLE  13.2,35.0,20.31,0.0,0.28,20.59
611,56329,D,2024-07-26,12,16255,LD.CANDLE  13.2,36.0,20.97,0.0,0.26,21.23
612,56413,D,2024-07-26,13,16255,LD.CANDLE  13.2,36.0,20.87,0.0,0.24,21.11
613,56499,D,2024-07-26,14,16255,LD.CANDLE  13.2,38.0,21.99,0.0,0.27,22.26
614,56586,D,2024-07-26,15,16255,LD.CANDLE  13.2,37.0,25.74,0.0,0.29,26.03
615,56674,D,2024-07-26,16,16255,LD.CANDLE  13.2,38.0,25.23,0.0,0.36,25.59
616,56761,D,2024-07-26,17,16255,LD.CANDLE  13.2,41.0,28.17,0.0,0.44,28.61
617,56853,D,2024-07-26,18,16255,LD.CANDLE  13.2,44.0,31.47,0.0,0.59,32.06
618,56946,D,2024-07-26,19,16255,LD.CANDLE  13.2,46.0,28.19,0.0,0.66,28.85
619,57040,D,2024-07-26,20,16255,LD.CANDLE  13.2,44.0,36.57,0.0,0.86,37.43
620,57132,D,2024-07-26,21,16255,LD.CANDLE  13.2,41.0,30.81,0.0,0.67,31.48
621,57225,D,2024-07-26,22,16255,LD.CANDLE  13.2,40.0,35.15,0.0,0.72,35.87
622,57318,D,2024-07-26,23,16255,LD.CANDLE  13.2,38.0,27.95,0.0,0.55,28.5
623,57411,D,2024-07-26,24,16255,LD.CANDLE  13.2,34.0,26.87,0.0,0.47,27.34
624,57504,D,2024-07-27,1,16255,LD.CANDLE  13.2,30.0,26.84,0.0,0.5,27.34
625,57597,D,2024-07-27,2,16255,LD.CANDLE  13.2,28.0,23.23,0.0,0.46,23.69
626,57689,D,2024-07-27,3,16255,LD.CANDLE  13.2,27.0,22.53,0.0,0.42,22.95
627,57782,D,2024-07-27,4,16255,LD.CANDLE  13.2,26.0,21.74,0.0,0.37,22.11
628,57875,D,2024-07-27,5,16255,LD.CANDLE  13.2,25.0,21.27,0.0,0.35,21.62
629,57968,D,2024-07-27,6,16255,LD.CANDLE  13.2,24.0,21.42,0.0,0.35,21.77
630,58061,D,2024-07-27,7,16255,LD.CANDLE  13.2,24.0,21.35,0.0,0.34,21.69
631,58154,D,2024-07-27,8,16255,LD.CANDLE  13.2,27.0,20.95,0.0,0.32,21.27
632,58246,D,2024-07-27,9,16255,LD.CANDLE  13.2,31.0,20.32,0.0,0.27,20.59
633,58333,D,2024-07-27,10,16255,LD.CANDLE  13.2,34.0,20.7,0.0,0.24,20.94
634,58417,D,2024-07-27,11,16255,LD.CANDLE  13.2,37.0,21.19,0.0,0.2,21.39
635,58501,D,2024-07-27,12,16255,LD.CANDLE  13.2,38.0,21.85,0.0,0.19,22.04
636,58585,D,2024-07-27,13,16255,LD.CANDLE  13.2,40.0,23.06,0.0,0.23,23.29
637,58671,D,2024-07-27,14,16255,LD.CANDLE  13.2,40.0,23.95,0.0,0.26,24.21
638,58758,D,2024-07-27,15,16255,LD.CANDLE  13.2,41.0,26.33,0.0,0.31,26.64
639,58845,D,2024-07-27,16,16255,LD.CANDLE  13.2,42.0,38.99,0.0,0.56,39.55
640,58936,D,2024-07-27,17,16255,LD.CANDLE  13.2,45.0,32.19,0.0,0.54,32.73
641,59030,D,2024-07-27,18,16255,LD.CANDLE  13.2,48.0,37.6,0.0,0.74,38.34
642,59124,D,2024-07-27,19,16255,LD.CANDLE  13.2,49.0,38.52,0.0,0.84,39.36
643,59218,D,2024-07-27,20,16255,LD.CANDLE  13.2,47.0,35.43,0.0,0.74,36.17
644,59311,D,2024-07-27,21,16255,LD.CANDLE  13.2,43.0,36.83,0.0,0.69,37.52
645,59404,D,2024-07-27,22,16255,LD.CANDLE  13.2,42.0,28.23,0.0,0.5,28.73
646,59497,D,2024-07-27,23,16255,LD.CANDLE  13.2,39.0,33.73,0.0,0.55,34.28
647,59590,D,2024-07-27,24,16255,LD.CANDLE  13.2,35.0,26.49,0.0,0.42,26.91
648,59683,D,2024-07-28,1,16255,LD.CANDLE  13.2,30.0,24.84,0.0,0.4,25.24
649,59776,D,2024-07-28,2,16255,LD.CANDLE  13.2,28.0,23.06,0.0,0.4,23.46
650,59869,D,2024-07-28,3,16255,LD.CANDLE  13.2,26.0,21.61,0.0,0.37,21.98
651,59962,D,2024-07-28,4,16255,LD.CANDLE  13.2,26.0,21.41,0.0,0.35,21.76
652,60055,D,2024-07-28,5,16255,LD.CANDLE  13.2,24.0,20.7,0.0,0.32,21.02
653,60148,D,2024-07-28,6,16255,LD.CANDLE  13.2,23.0,20.02,0.0,0.31,20.33
654,60241,D,2024-07-28,7,16255,LD.CANDLE  13.2,22.0,19.73,0.0,0.3,20.03
655,60334,D,2024-07-28,8,16255,LD.CANDLE  13.2,24.0,19.93,0.0,0.29,20.22
656,60424,D,2024-07-28,9,16255,LD.CANDLE  13.2,27.0,19.37,0.0,0.25,19.62
657,60510,D,2024-07-28,10,16255,LD.CANDLE  13.2,31.0,19.29,0.0,0.22,19.51
658,60596,D,2024-07-28,11,16255,LD.CANDLE  13.2,33.0,21.45,0.0,0.23,21.68
659,60686,D,2024-07-28,12,16255,LD.CANDLE  13.2,34.0,23.74,0.0,0.25,23.99
660,60778,D,2024-07-28,13,16255,LD.CANDLE  13.2,35.0,28.72,0.0,0.28,29.0
661,60864,D,2024-07-28,14,16255,LD.CANDLE  13.2,35.0,29.64,0.0,0.23,29.87
662,60955,D,2024-07-28,15,16255,LD.CANDLE  13.2,35.0,28.82,0.0,0.3,29.12
663,61047,D,2024-07-28,16,16255,LD.CANDLE  13.2,36.0,32.22,0.0,0.35,32.57
664,61141,D,2024-07-28,17,16255,LD.CANDLE  13.2,36.0,27.33,0.0,0.29,27.62
665,61235,D,2024-07-28,18,16255,LD.CANDLE  13.2,38.0,26.85,0.0,0.34,27.19
666,61328,D,2024-07-28,19,16255,LD.CANDLE  13.2,38.0,28.35,0.0,0.36,28.71
667,61421,D,2024-07-28,20,16255,LD.CANDLE  13.2,38.0,30.79,0.0,0.37,31.16
668,61514,D,2024-07-28,21,16255,LD.CANDLE  13.2,36.0,41.19,0.0,0.4,41.59
669,61607,D,2024-07-28,22,16255,LD.CANDLE  13.2,34.0,32.64,0.0,0.24,32.88
670,61700,D,2024-07-28,23,16255,LD.CANDLE  13.2,32.0,30.35,0.0,0.21,30.56
671,61793,D,2024-07-28,24,16255,LD.CANDLE  13.2,29.0,27.6,0.0,0.22,27.82
672,61886,D,2024-07-29,1,16255,LD.CANDLE  13.2,26.0,31.24,0.0,0.26,31.5
673,61979,D,2024-07-29,2,16255,LD.CANDLE  13.2,25.0,26.39,0.0,0.3,26.69
674,62072,D,2024-07-29,3,16255,LD.CANDLE  13.2,24.0,31.99,0.0,0.36,32.35
675,62165,D,2024-07-29,4,16255,LD.CANDLE  13.2,23.0,27.62,0.0,0.28,27.9
676,62258,D,2024-07-29,5,16255,LD.CANDLE  13.2,23.0,28.73,0.0,0.3,29.03
677,62351,D,2024-07-29,6,16255,LD.CANDLE  13.2,22.0,29.08,0.0,0.35,29.43
678,62444,D,2024-07-29,7,16255,LD.CANDLE  13.2,23.0,35.0,0.0,0.48,35.48
679,62537,D,2024-07-29,8,16255,LD.CANDLE  13.2,25.0,24.25,0.0,0.3,24.55
680,62630,D,2024-07-29,9,16255,LD.CANDLE  13.2,29.0,29.91,0.0,0.3,30.21
681,62721,D,2024-07-29,10,16255,LD.CANDLE  13.2,31.0,29.2,0.0,0.26,29.46
682,62814,D,2024-07-29,11,16255,LD.CANDLE  13.2,32.0,30.08,0.0,0.22,30.3
683,62907,D,2024-07-29,12,16255,LD.CANDLE  13.2,35.0,27.08,0.0,0.15,27.23
684,63001,D,2024-07-29,13,16255,LD.CANDLE  13.2,33.0,33.61,0.0,0.11,33.72
685,63092,D,2024-07-29,14,16255,LD.CANDLE  13.2,33.0,30.43,0.0,0.08,30.51
686,63180,D,2024-07-29,15,16255,LD.CANDLE  13.2,34.0,31.75,0.0,0.09,31.84
687,63270,D,2024-07-29,16,16255,LD.CANDLE  13.2,38.0,29.04,0.0,0.1,29.14
688,63361,D,2024-07-29,17,16255,LD.CANDLE  13.2,38.0,28.88,0.0,0.12,29.0
689,63455,D,2024-07-29,18,16255,LD.CANDLE  13.2,38.0,26.93,0.0,0.21,27.14
690,63549,D,2024-07-29,19,16255,LD.CANDLE  13.2,39.0,30.47,0.0,0.28,30.75
691,63642,D,2024-07-29,20,16255,LD.CANDLE  13.2,39.0,33.02,0.0,0.3,33.32
692,63735,D,2024-07-29,21,16255,LD.CANDLE  13.2,39.0,32.31,0.0,0.3,32.61
693,63828,D,2024-07-29,22,16255,LD.CANDLE  13.2,38.0,29.68,0.0,0.28,29.96
694,63921,D,2024-07-29,23,16255,LD.CANDLE  13.2,36.0,30.54,0.0,0.29,30.83
695,64014,D,2024-07-29,24,16255,LD.CANDLE  13.2,33.0,27.95,0.0,0.28,28.23
696,64107,D,2024-07-30,1,16255,LD.CANDLE  13.2,29.0,32.86,0.0,0.43,33.29
697,64200,D,2024-07-30,2,16255,LD.CANDLE  13.2,27.0,33.76,0.0,0.51,34.27
698,64293,D,2024-07-30,3,16255,LD.CANDLE  13.2,26.0,68.82,0.0,0.89,69.71
699,64386,D,2024-07-30,4,16255,LD.CANDLE  13.2,25.0,30.72,0.0,0.41,31.13
700,64479,D,2024-07-30,5,16255,LD.CANDLE  13.2,25.0,32.54,0.0,0.44,32.98
701,64572,D,2024-07-30,6,16255,LD.CANDLE  13.2,25.0,27.75,0.0,0.39,28.14
702,64665,D,2024-07-30,7,16255,LD.CANDLE  13.2,26.0,33.12,0.0,0.43,33.55
703,64758,D,2024-07-30,8,16255,LD.CANDLE  13.2,29.0,41.06,0.0,0.56,41.62
704,64850,D,2024-07-30,9,16255,LD.CANDLE  13.2,32.0,45.49,0.0,0.53,46.02
705,64943,D,2024-07-30,10,16255,LD.CANDLE  13.2,35.0,65.37,0.0,0.84,66.21
706,65036,D,2024-07-30,11,16255,LD.CANDLE  13.2,38.0,65.65,0.0,0.71,66.36
707,65128,D,2024-07-30,12,16255,LD.CANDLE  13.2,39.0,43.96,0.0,0.38,44.34
708,65222,D,2024-07-30,13,16255,LD.CANDLE  13.2,41.0,36.38,0.0,0.34,36.72
709,65311,D,2024-07-30,14,16255,LD.CANDLE  13.2,42.0,43.88,0.0,0.39,44.27
710,65398,D,2024-07-30,15,16255,LD.CANDLE  13.2,43.0,61.14,0.0,0.39,61.53
711,65488,D,2024-07-30,16,16255,LD.CANDLE  13.2,44.0,60.95,0.0,0.34,61.29
712,65580,D,2024-07-30,17,16255.0,LD.CANDLE  13.2,46.0,76.79,0.0,0.7,77.49
713,65674,D,2024-07-30,18,16255.0,LD.CANDLE  13.2,49.0,78.66,0.0,1.15,79.81
714,65768,D,2024-07-30,19,16255.0,LD.CANDLE  13.2,51.0,208.24,0.0,3.63,211.87
715,65860,D,2024-07-30,20,16255.0,LD.CANDLE  13.2,48.0,214.78,0.0,3.72,218.5
716,65953,D,2024-07-30,21,16255.0,LD.CANDLE  13.2,46.0,78.83,0.0,1.18,80.01
717,66046,D,2024-07-30,22,16255.0,LD.CANDLE  13.2,45.0,39.26,0.0,0.48,39.74
718,66139,D,2024-07-30,23,16255.0,LD.CANDLE  13.2,41.0,43.63,0.0,0.38,44.01
719,66232,D,2024-07-30,24,16255.0,LD.CANDLE  13.2,37.0,38.03,0.0,0.22,38.25
720,66325,D,2024-07-31,1,16255.0,LD.CANDLE  13.2,33.0,39.78,0.0,0.25,40.03
721,66417,D,2024-07-31,2,16255.0,LD.CANDLE  13.2,31.0,86.27,0.0,0.47,86.74
722,66510,D,2024-07-31,3,16255.0,LD.CANDLE  13.2,30.0,40.61,0.0,0.1,40.71
723,66603,D,2024-07-31,4,16255.0,LD.CANDLE  13.2,28.0,47.0,0.0,0.17,47.17
724,66696,D,2024-07-31,5,16255.0,LD.CANDLE  13.2,28.0,33.44,0.0,0.15,33.59
725,66789,D,2024-07-31,6,16255.0,LD.CANDLE  13.2,27.0,70.63,0.0,0.34,70.97
726,66882,D,2024-07-31,7,16255.0,LD.CANDLE  13.2,27.0,40.01,0.0,0.28,40.29
727,66975,D,2024-07-31,8,16255.0,LD.CANDLE  13.2,30.0,48.84,0.0,0.44,49.28
728,67068,D,2024-07-31,9,16255.0,LD.CANDLE  13.2,34.0,43.64,0.0,0.36,44.0
729,67160,D,2024-07-31,10,16255.0,LD.CANDLE  13.2,38.0,72.48,0.0,0.83,73.31
730,67253,D,2024-07-31,11,16255.0,LD.CANDLE  13.2,41.0,65.92,0.0,0.86,66.78
731,67346,D,2024-07-31,12,16255.0,LD.CANDLE  13.2,42.0,58.4,0.0,0.66,59.06
732,67440,D,2024-07-31,13,16255.0,LD.CANDLE  13.2,43.0,45.37,0.0,0.29,45.66
