,index,H,Day,Hour,Location ID,Network Node Description,MW Factor,Energy Component,Congestion Component,Marginal Loss Component,Price
1000,23743,D,2024-08-11,17,16255,LD.CANDLE  13.2,42.0,24.85,0.0,0.45,25.3
1001,23834,D,2024-08-11,18,16255,LD.CANDLE  13.2,44.0,29.08,0.0,0.55,29.63
1002,23928,D,2024-08-11,19,16255,LD.CANDLE  13.2,45.0,34.46,0.0,0.68,35.14
1003,24021,D,2024-08-11,20,16255,LD.CANDLE  13.2,44.0,28.33,0.0,0.61,28.94
1004,24114,D,2024-08-11,21,16255,LD.CANDLE  13.2,42.0,36.7,0.0,0.72,37.42
1005,24207,D,2024-08-11,22,16255,LD.CANDLE  13.2,41.0,30.81,0.0,0.57,31.38
1006,24300,D,2024-08-11,23,16255,LD.CANDLE  13.2,38.0,25.75,0.0,0.45,26.2
1007,24393,D,2024-08-11,24,16255,LD.CANDLE  13.2,34.0,22.1,0.0,0.41,22.51
1008,24486,D,2024-08-12,1,16255,LD.CANDLE  13.2,30.0,21.26,0.0,0.41,21.67
1009,24579,D,2024-08-12,2,16255,LD.CANDLE  13.2,28.0,20.85,0.0,0.36,21.21
1010,24672,D,2024-08-12,3,16255,LD.CANDLE  13.2,26.0,20.33,0.0,0.32,20.65
1011,24765,D,2024-08-12,4,16255,LD.CANDLE  13.2,25.0,19.45,0.0,0.3,19.75
1012,24858,D,2024-08-12,5,16255,LD.CANDLE  13.2,25.0,19.64,0.0,0.3,19.94
1013,24951,D,2024-08-12,6,16255,LD.CANDLE  13.2,24.0,19.81,0.0,0.31,20.12
1014,25044,D,2024-08-12,7,16255,LD.CANDLE  13.2,24.0,20.06,0.0,0.31,20.37
1015,25137,D,2024-08-12,8,16255,LD.CANDLE  13.2,27.0,21.5,0.0,0.35,21.85
1016,25229,D,2024-08-12,9,16255,LD.CANDLE  13.2,31.0,21.26,0.0,0.33,21.59
1017,25316,D,2024-08-12,10,16255,LD.CANDLE  13.2,34.0,20.39,0.0,0.28,20.67
1018,25398,D,2024-08-12,11,16255,LD.CANDLE  13.2,35.0,22.21,0.0,0.2,22.41
1019,25481,D,2024-08-12,12,16255,LD.CANDLE  13.2,36.0,27.64,0.0,0.24,27.88
1020,25563,D,2024-08-12,13,16255,LD.CANDLE  13.2,37.0,33.39,0.0,0.27,33.66
1021,25646,D,2024-08-12,14,16255,LD.CANDLE  13.2,37.0,41.64,0.0,0.29,41.93
1022,25732,D,2024-08-12,15,16255,LD.CANDLE  13.2,38.0,28.59,0.0,0.26,28.85
1023,25822,D,2024-08-12,16,16255,LD.CANDLE  13.2,39.0,23.68,0.0,0.34,24.02
1024,25912,D,2024-08-12,17,16255,LD.CANDLE  13.2,41.0,24.22,0.0,0.43,24.65
1025,26005,D,2024-08-12,18,16255,LD.CANDLE  13.2,44.0,26.09,0.0,0.51,26.6
1026,26099,D,2024-08-12,19,16255,LD.CANDLE  13.2,45.0,25.03,0.0,0.48,25.51
1027,26192,D,2024-08-12,20,16255,LD.CANDLE  13.2,44.0,37.83,0.0,0.65,38.48
1028,26285,D,2024-08-12,21,16255,LD.CANDLE  13.2,42.0,34.94,0.0,0.58,35.52
1029,26378,D,2024-08-12,22,16255,LD.CANDLE  13.2,40.0,28.4,0.0,0.47,28.87
1030,26471,D,2024-08-12,23,16255,LD.CANDLE  13.2,38.0,26.33,0.0,0.42,26.75
1031,26564,D,2024-08-12,24,16255,LD.CANDLE  13.2,33.0,22.12,0.0,0.4,22.52
1032,26657,D,2024-08-13,1,16255,LD.CANDLE  13.2,29.0,24.83,0.0,0.45,25.28
1033,26750,D,2024-08-13,2,16255,LD.CANDLE  13.2,27.0,23.25,0.0,0.37,23.62
1034,26843,D,2024-08-13,3,16255,LD.CANDLE  13.2,26.0,22.41,0.0,0.33,22.74
1035,26936,D,2024-08-13,4,16255,LD.CANDLE  13.2,25.0,21.91,0.0,0.32,22.23
1036,27029,D,2024-08-13,5,16255,LD.CANDLE  13.2,24.0,22.01,0.0,0.32,22.33
1037,27122,D,2024-08-13,6,16255,LD.CANDLE  13.2,24.0,22.87,0.0,0.34,23.21
1038,27215,D,2024-08-13,7,16255,LD.CANDLE  13.2,24.0,22.6,0.0,0.35,22.95
1039,27308,D,2024-08-13,8,16255,LD.CANDLE  13.2,27.0,27.38,0.0,0.47,27.85
1040,27400,D,2024-08-13,9,16255,LD.CANDLE  13.2,30.0,25.11,0.0,0.39,25.5
1041,27486,D,2024-08-13,10,16255,LD.CANDLE  13.2,33.0,22.18,0.0,0.28,22.46
1042,27568,D,2024-08-13,11,16255,LD.CANDLE  13.2,34.0,22.29,0.0,0.24,22.53
1043,27651,D,2024-08-13,12,16255,LD.CANDLE  13.2,34.0,22.22,0.0,0.26,22.48
1044,27732,D,2024-08-13,13,16255,LD.CANDLE  13.2,35.0,24.78,0.0,0.3,25.08
1045,27815,D,2024-08-13,14,16255,LD.CANDLE  13.2,36.0,32.72,0.0,0.42,33.14
1046,27901,D,2024-08-13,15,16255,LD.CANDLE  13.2,37.0,33.89,0.0,0.44,34.33
1047,27988,D,2024-08-13,16,16255,LD.CANDLE  13.2,38.0,32.22,0.0,0.43,32.65
1048,28078,D,2024-08-13,17,16255,LD.CANDLE  13.2,40.0,49.41,0.0,0.72,50.13
1049,28170,D,2024-08-13,18,16255,LD.CANDLE  13.2,44.0,39.54,0.0,0.63,40.17
1050,28263,D,2024-08-13,19,16255,LD.CANDLE  13.2,44.0,35.12,0.0,0.56,35.68
1051,28356,D,2024-08-13,20,16255,LD.CANDLE  13.2,43.0,60.48,0.0,1.07,61.55
1052,28448,D,2024-08-13,21,16255,LD.CANDLE  13.2,41.0,48.85,0.0,0.92,49.77
1053,28540,D,2024-08-13,22,16255,LD.CANDLE  13.2,41.0,30.22,0.0,0.57,30.79
1054,28633,D,2024-08-13,23,16255,LD.CANDLE  13.2,36.0,39.33,0.0,0.61,39.94
1055,28726,D,2024-08-13,24,16255,LD.CANDLE  13.2,32.0,42.1,0.0,0.75,42.85
1056,28819,D,2024-08-14,1,16255,LD.CANDLE  13.2,28.0,33.48,0.0,0.61,34.09
1057,28912,D,2024-08-14,2,16255,LD.CANDLE  13.2,26.0,26.61,0.0,0.44,27.05
1058,29005,D,2024-08-14,3,16255,LD.CANDLE  13.2,25.0,28.41,0.0,0.43,28.84
1059,29098,D,2024-08-14,4,16255,LD.CANDLE  13.2,24.0,27.59,0.0,0.41,28.0
1060,29191,D,2024-08-14,5,16255,LD.CANDLE  13.2,24.0,28.14,0.0,0.41,28.55
1061,29284,D,2024-08-14,6,16255,LD.CANDLE  13.2,23.0,27.08,0.0,0.39,27.47
1062,29377,D,2024-08-14,7,16255,LD.CANDLE  13.2,24.0,25.9,0.0,0.4,26.3
1063,29470,D,2024-08-14,8,16255,LD.CANDLE  13.2,27.0,25.82,0.0,0.39,26.21
1064,29562,D,2024-08-14,9,16255,LD.CANDLE  13.2,30.0,27.02,0.0,0.38,27.4
1065,29652,D,2024-08-14,10,16255,LD.CANDLE  13.2,33.0,27.61,0.0,0.34,27.95
1066,29738,D,2024-08-14,11,16255,LD.CANDLE  13.2,35.0,26.42,0.0,0.28,26.7
1067,29823,D,2024-08-14,12,16255,LD.CANDLE  13.2,36.0,27.58,0.0,0.26,27.84
1068,29906,D,2024-08-14,13,16255,LD.CANDLE  13.2,38.0,28.74,0.0,0.24,28.98
1069,29992,D,2024-08-14,14,16255,LD.CANDLE  13.2,38.0,43.3,0.0,0.37,43.67
1070,30079,D,2024-08-14,15,16255,LD.CANDLE  13.2,41.0,27.56,0.0,0.27,27.83
1071,30169,D,2024-08-14,16,16255,LD.CANDLE  13.2,41.0,34.72,0.0,0.43,35.15
1072,30261,D,2024-08-14,17,16255,LD.CANDLE  13.2,43.0,44.19,0.0,0.55,44.74
1073,30354,D,2024-08-14,18,16255,LD.CANDLE  13.2,46.0,62.0,0.0,0.92,62.92
1074,30448,D,2024-08-14,19,16255,LD.CANDLE  13.2,47.0,61.61,0.0,1.03,62.64
1075,30541,D,2024-08-14,20,16255,LD.CANDLE  13.2,45.0,42.97,0.0,0.74,43.71
1076,30634,D,2024-08-14,21,16255,LD.CANDLE  13.2,43.0,34.49,0.0,0.57,35.06
1077,30727,D,2024-08-14,22,16255,LD.CANDLE  13.2,41.0,32.31,0.0,0.51,32.82
1078,30820,D,2024-08-14,23,16255,LD.CANDLE  13.2,38.0,33.16,0.0,0.41,33.57
1079,30913,D,2024-08-14,24,16255,LD.CANDLE  13.2,33.0,31.73,0.0,0.41,32.14
1080,31006,D,2024-08-15,1,16255,LD.CANDLE  13.2,29.0,31.94,0.0,0.46,32.4
1081,31099,D,2024-08-15,2,16255,LD.CANDLE  13.2,27.0,28.15,0.0,0.44,28.59
1082,31192,D,2024-08-15,3,16255,LD.CANDLE  13.2,25.0,30.95,0.0,0.46,31.41
1083,31285,D,2024-08-15,4,16255,LD.CANDLE  13.2,24.0,29.31,0.0,0.39,29.7
1084,31378,D,2024-08-15,5,16255,LD.CANDLE  13.2,23.0,28.81,0.0,0.37,29.18
1085,31471,D,2024-08-15,6,16255,LD.CANDLE  13.2,23.0,38.97,0.0,0.5,39.47
1086,31564,D,2024-08-15,7,16255,LD.CANDLE  13.2,24.0,26.55,0.0,0.32,26.87
1087,31657,D,2024-08-15,8,16255,LD.CANDLE  13.2,26.0,26.89,0.0,0.28,27.17
1088,31749,D,2024-08-15,9,16255,LD.CANDLE  13.2,29.0,28.44,0.0,0.29,28.73
1089,31840,D,2024-08-15,10,16255,LD.CANDLE  13.2,33.0,28.13,0.0,0.26,28.39
1090,31930,D,2024-08-15,11,16255,LD.CANDLE  13.2,35.0,27.67,0.0,0.2,27.87
1091,32015,D,2024-08-15,12,16255,LD.CANDLE  13.2,36.0,29.32,0.0,0.19,29.51
1092,32100,D,2024-08-15,13,16255,LD.CANDLE  13.2,38.0,35.54,0.0,0.19,35.73
1093,32189,D,2024-08-15,14,16255,LD.CANDLE  13.2,38.0,49.2,0.0,0.3,49.5
1094,32281,D,2024-08-15,15,16255,LD.CANDLE  13.2,40.0,54.37,0.0,0.45,54.82
1095,32371,D,2024-08-15,16,16255,LD.CANDLE  13.2,41.0,39.88,0.0,0.47,40.35
1096,32465,D,2024-08-15,17,16255,LD.CANDLE  13.2,43.0,43.56,0.0,0.54,44.1
1097,32558,D,2024-08-15,18,16255,LD.CANDLE  13.2,45.0,31.26,0.0,0.34,31.6
1098,32651,D,2024-08-15,19,16255,LD.CANDLE  13.2,45.0,29.63,0.0,0.26,29.89
1099,32745,D,2024-08-15,20,16255,LD.CANDLE  13.2,45.0,33.88,0.0,0.2,34.08
1100,32838,D,2024-08-15,21,16255,LD.CANDLE  13.2,42.0,33.6,0.0,0.13,33.73
1101,32932,D,2024-08-15,22,16255,LD.CANDLE  13.2,39.0,42.75,0.0,0.2,42.95
1102,33026,D,2024-08-15,23,16255,LD.CANDLE  13.2,36.0,30.71,0.0,0.17,30.88
1103,33120,D,2024-08-15,24,16255,LD.CANDLE  13.2,32.0,29.07,0.0,0.19,29.26
1104,33214,D,2024-08-16,1,16255,LD.CANDLE  13.2,28.0,27.27,0.0,0.31,27.58
1105,33308,D,2024-08-16,2,16255,LD.CANDLE  13.2,26.0,28.19,0.0,0.38,28.57
1106,33402,D,2024-08-16,3,16255,LD.CANDLE  13.2,27.0,26.28,0.0,0.31,26.59
1107,33496,D,2024-08-16,4,16255,LD.CANDLE  13.2,24.0,23.84,0.0,0.28,24.12
1108,33590,D,2024-08-16,5,16255,LD.CANDLE  13.2,23.0,23.98,0.0,0.29,24.27
1109,33684,D,2024-08-16,6,16255,LD.CANDLE  13.2,23.0,25.21,0.0,0.31,25.52
1110,33778,D,2024-08-16,7,16255,LD.CANDLE  13.2,23.0,27.75,0.0,0.39,28.14
1111,33871,D,2024-08-16,8,16255,LD.CANDLE  13.2,26.0,27.93,0.0,0.34,28.27
1112,33963,D,2024-08-16,9,16255,LD.CANDLE  13.2,30.0,42.91,0.0,0.57,43.48
1113,34055,D,2024-08-16,10,16255,LD.CANDLE  13.2,32.0,45.98,0.0,0.63,46.61
1114,34148,D,2024-08-16,11,16255,LD.CANDLE  13.2,34.0,27.75,0.0,0.34,28.09
1115,34239,D,2024-08-16,12,16255,LD.CANDLE  13.2,36.0,23.93,0.0,0.25,24.18
1116,34326,D,2024-08-16,13,16255,LD.CANDLE  13.2,37.0,23.18,0.0,0.18,23.36
1117,34413,D,2024-08-16,14,16255,LD.CANDLE  13.2,37.0,24.91,0.0,0.06,24.97
1118,34503,D,2024-08-16,15,16255,LD.CANDLE  13.2,37.0,28.07,0.0,-0.03,28.04
1119,34594,D,2024-08-16,16,16255,LD.CANDLE  13.2,38.0,30.37,0.0,0.02,30.39
1120,34687,D,2024-08-16,17,16255,LD.CANDLE  13.2,39.0,24.75,0.0,0.09,24.84
1121,34779,D,2024-08-16,18,16255,LD.CANDLE  13.2,40.0,23.85,0.0,0.14,23.99
1122,34873,D,2024-08-16,19,16255,LD.CANDLE  13.2,41.0,25.22,0.0,0.15,25.37
1123,34966,D,2024-08-16,20,16255,LD.CANDLE  13.2,39.0,30.99,0.0,0.07,31.06
1124,35060,D,2024-08-16,21,16255,LD.CANDLE  13.2,39.0,31.79,0.0,0.05,31.84
1125,35154,D,2024-08-16,22,16255,LD.CANDLE  13.2,37.0,32.28,0.0,0.16,32.44
1126,35248,D,2024-08-16,23,16255,LD.CANDLE  13.2,35.0,25.77,0.0,0.17,25.94
1127,35342,D,2024-08-16,24,16255,LD.CANDLE  13.2,31.0,26.98,0.0,0.24,27.22
1128,35436,D,2024-08-17,1,16255,LD.CANDLE  13.2,28.0,41.21,0.0,0.48,41.69
1129,35530,D,2024-08-17,2,16255,LD.CANDLE  13.2,26.0,25.34,0.0,0.32,25.66
1130,35623,D,2024-08-17,3,16255,LD.CANDLE  13.2,25.0,24.23,0.0,0.28,24.51
1131,35717,D,2024-08-17,4,16255,LD.CANDLE  13.2,24.0,23.89,0.0,0.26,24.15
1132,35811,D,2024-08-17,5,16255,LD.CANDLE  13.2,23.0,23.56,0.0,0.25,23.81
1133,35905,D,2024-08-17,6,16255,LD.CANDLE  13.2,23.0,22.51,0.0,0.26,22.77
1134,35999,D,2024-08-17,7,16255,LD.CANDLE  13.2,23.0,22.83,0.0,0.28,23.11
1135,36093,D,2024-08-17,8,16255,LD.CANDLE  13.2,25.0,22.79,0.0,0.3,23.09
1136,36186,D,2024-08-17,9,16255,LD.CANDLE  13.2,28.0,37.62,0.0,0.46,38.08
1137,36279,D,2024-08-17,10,16255,LD.CANDLE  13.2,31.0,37.96,0.0,0.47,38.43
1138,36371,D,2024-08-17,11,16255,LD.CANDLE  13.2,33.0,24.24,0.0,0.24,24.48
1139,36462,D,2024-08-17,12,16255,LD.CANDLE  13.2,33.0,21.83,0.0,0.18,22.01
1140,36548,D,2024-08-17,13,16255,LD.CANDLE  13.2,33.0,21.78,0.0,0.12,21.9
1141,36631,D,2024-08-17,14,16255,LD.CANDLE  13.2,33.0,21.81,0.0,0.07,21.88
1142,36714,D,2024-08-17,15,16255,LD.CANDLE  13.2,33.0,22.17,0.0,0.08,22.25
1143,36801,D,2024-08-17,16,16255,LD.CANDLE  13.2,34.0,23.33,0.0,0.14,23.47
1144,36890,D,2024-08-17,17,16255,LD.CANDLE  13.2,34.0,28.62,0.0,0.18,28.8
1145,36982,D,2024-08-17,18,16255,LD.CANDLE  13.2,35.0,38.54,0.0,0.34,38.88
1146,37075,D,2024-08-17,19,16255,LD.CANDLE  13.2,37.0,32.92,0.0,0.4,33.32
1147,37168,D,2024-08-17,20,16255,LD.CANDLE  13.2,36.0,26.96,0.0,0.35,27.31
1148,37261,D,2024-08-17,21,16255,LD.CANDLE  13.2,36.0,25.26,0.0,0.34,25.6
1149,37355,D,2024-08-17,22,16255,LD.CANDLE  13.2,34.0,23.41,0.0,0.33,23.74
1150,37449,D,2024-08-17,23,16255,LD.CANDLE  13.2,33.0,22.32,0.0,0.29,22.61
1151,37543,D,2024-08-17,24,16255,LD.CANDLE  13.2,30.0,21.98,0.0,0.33,22.31
1152,37637,D,2024-08-18,1,16255,LD.CANDLE  13.2,27.0,22.54,0.0,0.37,22.91
1153,37731,D,2024-08-18,2,16255,LD.CANDLE  13.2,25.0,21.53,0.0,0.38,21.91
1154,37825,D,2024-08-18,3,16255,LD.CANDLE  13.2,24.0,21.29,0.0,0.38,21.67
1155,37919,D,2024-08-18,4,16255,LD.CANDLE  13.2,23.0,20.36,0.0,0.34,20.7
1156,38013,D,2024-08-18,5,16255,LD.CANDLE  13.2,23.0,21.18,0.0,0.34,21.52
1157,38107,D,2024-08-18,6,16255,LD.CANDLE  13.2,22.0,21.1,0.0,0.34,21.44
1158,38201,D,2024-08-18,7,16255,LD.CANDLE  13.2,22.0,21.52,0.0,0.35,21.87
1159,38295,D,2024-08-18,8,16255,LD.CANDLE  13.2,23.0,22.67,0.0,0.39,23.06
1160,38388,D,2024-08-18,9,16255,LD.CANDLE  13.2,27.0,22.19,0.0,0.4,22.59
1161,38481,D,2024-08-18,10,16255,LD.CANDLE  13.2,30.0,22.38,0.0,0.37,22.75
1162,38574,D,2024-08-18,11,16255,LD.CANDLE  13.2,32.0,34.61,0.0,0.56,35.17
1163,38667,D,2024-08-18,12,16255,LD.CANDLE  13.2,35.0,37.16,0.0,0.62,37.78
1164,38760,D,2024-08-18,13,16255,LD.CANDLE  13.2,37.0,30.7,0.0,0.45,31.15
1165,38851,D,2024-08-18,14,16255,LD.CANDLE  13.2,37.0,27.58,0.0,0.33,27.91
1166,38943,D,2024-08-18,15,16255,LD.CANDLE  13.2,38.0,23.61,0.0,0.28,23.89
1167,39034,D,2024-08-18,16,16255,LD.CANDLE  13.2,39.0,29.53,0.0,0.33,29.86
1168,39127,D,2024-08-18,17,16255,LD.CANDLE  13.2,39.0,27.11,0.0,0.36,27.47
1169,39220,D,2024-08-18,18,16255,LD.CANDLE  13.2,40.0,27.72,0.0,0.43,28.15
1170,39314,D,2024-08-18,19,16255,LD.CANDLE  13.2,40.0,28.17,0.0,0.44,28.61
1171,39407,D,2024-08-18,20,16255,LD.CANDLE  13.2,40.0,33.76,0.0,0.51,34.27
1172,39500,D,2024-08-18,21,16255,LD.CANDLE  13.2,39.0,34.86,0.0,0.55,35.41
1173,39594,D,2024-08-18,22,16255,LD.CANDLE  13.2,37.0,27.8,0.0,0.46,28.26
1174,39688,D,2024-08-18,23,16255,LD.CANDLE  13.2,35.0,25.75,0.0,0.4,26.15
1175,39782,D,2024-08-18,24,16255,LD.CANDLE  13.2,31.0,25.69,0.0,0.43,26.12
1176,39876,D,2024-08-19,1,16255,LD.CANDLE  13.2,28.0,24.64,0.0,0.42,25.06
1177,39970,D,2024-08-19,2,16255,LD.CANDLE  13.2,26.0,21.66,0.0,0.36,22.02
1178,40064,D,2024-08-19,3,16255,LD.CANDLE  13.2,25.0,21.09,0.0,0.34,21.43
1179,40158,D,2024-08-19,4,16255,LD.CANDLE  13.2,25.0,20.85,0.0,0.32,21.17
1180,40252,D,2024-08-19,5,16255,LD.CANDLE  13.2,24.0,20.72,0.0,0.32,21.04
1181,40346,D,2024-08-19,6,16255,LD.CANDLE  13.2,24.0,21.21,0.0,0.32,21.53
1182,40440,D,2024-08-19,7,16255,LD.CANDLE  13.2,24.0,24.78,0.0,0.31,25.09
1183,40534,D,2024-08-19,8,16255,LD.CANDLE  13.2,26.0,28.31,0.0,0.28,28.59
1184,40627,D,2024-08-19,9,16255,LD.CANDLE  13.2,30.0,26.69,0.0,0.25,26.94
1185,40720,D,2024-08-19,10,16255,LD.CANDLE  13.2,34.0,31.25,0.0,0.27,31.52
1186,40814,D,2024-08-19,11,16255,LD.CANDLE  13.2,36.0,38.24,0.0,0.33,38.57
1187,40907,D,2024-08-19,12,16255,LD.CANDLE  13.2,38.0,38.75,0.0,0.31,39.06
1188,41001,D,2024-08-19,13,16255,LD.CANDLE  13.2,41.0,37.91,0.0,0.35,38.26
1189,41096,D,2024-08-19,14,16255,LD.CANDLE  13.2,42.0,31.4,0.0,0.33,31.73
1190,41185,D,2024-08-19,15,16255,LD.CANDLE  13.2,42.0,30.14,0.0,0.24,30.38
1191,41274,D,2024-08-19,16,16255,LD.CANDLE  13.2,40.0,41.22,0.0,0.32,41.54
1192,41365,D,2024-08-19,17,16255,LD.CANDLE  13.2,39.0,37.24,0.0,0.28,37.52
1193,41458,D,2024-08-19,18,16255,LD.CANDLE  13.2,41.0,37.53,0.0,0.35,37.88
1194,41551,D,2024-08-19,19,16255,LD.CANDLE  13.2,44.0,40.78,0.0,0.47,41.25
1195,41644,D,2024-08-19,20,16255,LD.CANDLE  13.2,43.0,38.93,0.0,0.47,39.4
1196,41737,D,2024-08-19,21,16255,LD.CANDLE  13.2,42.0,39.58,0.0,0.48,40.06
1197,41829,D,2024-08-19,22,16255,LD.CANDLE  13.2,41.0,37.27,0.0,0.52,37.79
1198,41921,D,2024-08-19,23,16255,LD.CANDLE  13.2,38.0,34.01,0.0,0.55,34.56
1199,42013,D,2024-08-19,24,16255,LD.CANDLE  13.2,34.0,30.63,0.0,0.59,31.22
1200,42106,D,2024-08-20,1,16255,LD.CANDLE  13.2,33.0,28.7,0.0,0.68,29.38
1201,42199,D,2024-08-20,2,16255,LD.CANDLE  13.2,29.0,23.01,0.0,0.57,23.58
1202,42292,D,2024-08-20,3,16255,LD.CANDLE  13.2,28.0,21.98,0.0,0.49,22.47
1203,42385,D,2024-08-20,4,16255,LD.CANDLE  13.2,27.0,21.2,0.0,0.46,21.66
1204,42478,D,2024-08-20,5,16255,LD.CANDLE  13.2,26.0,21.42,0.0,0.46,21.88
1205,42571,D,2024-08-20,6,16255,LD.CANDLE  13.2,26.0,22.03,0.0,0.46,22.49
1206,42664,D,2024-08-20,7,16255,LD.CANDLE  13.2,26.0,23.99,0.0,0.5,24.49
1207,42756,D,2024-08-20,8,16255,LD.CANDLE  13.2,28.0,26.5,0.0,0.57,27.07
1208,42848,D,2024-08-20,9,16255,LD.CANDLE  13.2,30.0,27.18,0.0,0.58,27.76
1209,42937,D,2024-08-20,10,16255,LD.CANDLE  13.2,32.0,21.99,0.0,0.4,22.39
1210,43020,D,2024-08-20,11,16255,LD.CANDLE  13.2,33.0,21.35,0.0,0.3,21.65
1211,43102,D,2024-08-20,12,16255,LD.CANDLE  13.2,33.0,21.7,0.0,0.28,21.98
1212,43183,D,2024-08-20,13,16255,LD.CANDLE  13.2,34.0,22.22,0.0,0.29,22.51
1213,43266,D,2024-08-20,14,16255,LD.CANDLE  13.2,33.0,22.26,0.0,0.34,22.6
1214,43352,D,2024-08-20,15,16255,LD.CANDLE  13.2,34.0,22.87,0.0,0.41,23.28
1215,43440,D,2024-08-20,16,16255,LD.CANDLE  13.2,35.0,21.82,0.0,0.43,22.25
1216,43530,D,2024-08-20,17,16255,LD.CANDLE  13.2,36.0,22.15,0.0,0.47,22.62
1217,43622,D,2024-08-20,18,16255,LD.CANDLE  13.2,37.0,28.45,0.0,0.62,29.07
1218,43714,D,2024-08-20,19,16255,LD.CANDLE  13.2,38.0,28.46,0.0,0.64,29.1
1219,43806,D,2024-08-20,20,16255,LD.CANDLE  13.2,38.0,38.44,0.0,0.84,39.28
1220,43898,D,2024-08-20,21,16255,LD.CANDLE  13.2,37.0,36.14,0.0,0.75,36.89
1221,43990,D,2024-08-20,22,16255,LD.CANDLE  13.2,35.0,25.75,0.0,0.55,26.3
1222,44083,D,2024-08-20,23,16255,LD.CANDLE  13.2,32.0,22.17,0.0,0.5,22.67
1223,44175,D,2024-08-20,24,16255,LD.CANDLE  13.2,28.0,21.12,0.0,0.45,21.57
1224,44268,D,2024-08-21,1,16255,LD.CANDLE  13.2,26.0,21.64,0.0,0.44,22.08
1225,44360,D,2024-08-21,2,16255,LD.CANDLE  13.2,24.0,20.99,0.0,0.38,21.37
1226,44453,D,2024-08-21,3,16255,LD.CANDLE  13.2,23.0,21.12,0.0,0.38,21.5
1227,44546,D,2024-08-21,4,16255,LD.CANDLE  13.2,22.0,21.03,0.0,0.36,21.39
1228,44639,D,2024-08-21,5,16255,LD.CANDLE  13.2,22.0,21.05,0.0,0.36,21.41
1229,44732,D,2024-08-21,6,16255,LD.CANDLE  13.2,21.0,21.25,0.0,0.36,21.61
1230,44824,D,2024-08-21,7,16255,LD.CANDLE  13.2,21.0,21.83,0.0,0.41,22.24
1231,44915,D,2024-08-21,8,16255,LD.CANDLE  13.2,24.0,22.76,0.0,0.43,23.19
1232,45005,D,2024-08-21,9,16255,LD.CANDLE  13.2,26.0,21.66,0.0,0.4,22.06
1233,45088,D,2024-08-21,10,16255,LD.CANDLE  13.2,29.0,21.14,0.0,0.33,21.47
1234,45170,D,2024-08-21,11,16255,LD.CANDLE  13.2,29.0,20.99,0.0,0.27,21.26
1235,45252,D,2024-08-21,12,16255,LD.CANDLE  13.2,29.0,20.89,0.0,0.29,21.18
1236,45333,D,2024-08-21,13,16255,LD.CANDLE  13.2,30.0,21.54,0.0,0.3,21.84
1237,45414,D,2024-08-21,14,16255,LD.CANDLE  13.2,30.0,21.76,0.0,0.31,22.07
1238,45497,D,2024-08-21,15,16255,LD.CANDLE  13.2,30.0,21.82,0.0,0.34,22.16
1239,45582,D,2024-08-21,16,16255,LD.CANDLE  13.2,30.0,21.84,0.0,0.39,22.23
1240,45667,D,2024-08-21,17,16255,LD.CANDLE  13.2,32.0,28.22,0.0,0.58,28.8
1241,45757,D,2024-08-21,18,16255,LD.CANDLE  13.2,35.0,40.35,0.0,0.86,41.21
1242,45849,D,2024-08-21,19,16255,LD.CANDLE  13.2,36.0,50.43,0.0,1.2,51.63
1243,45940,D,2024-08-21,20,16255,LD.CANDLE  13.2,36.0,50.81,0.0,1.15,51.96
1244,46032,D,2024-08-21,21,16255,LD.CANDLE  13.2,35.0,49.81,0.0,1.13,50.94
1245,46124,D,2024-08-21,22,16255,LD.CANDLE  13.2,34.0,49.2,0.0,1.27,50.47
1246,46216,D,2024-08-21,23,16255,LD.CANDLE  13.2,31.0,22.71,0.0,0.57,23.28
1247,46309,D,2024-08-21,24,16255,LD.CANDLE  13.2,28.0,25.18,0.0,0.56,25.74
1248,46401,D,2024-08-22,1,16255,LD.CANDLE  13.2,25.0,24.3,0.0,0.48,24.78
1249,46494,D,2024-08-22,2,16255,LD.CANDLE  13.2,23.0,23.45,0.0,0.4,23.85
1250,46587,D,2024-08-22,3,16255,LD.CANDLE  13.2,22.0,22.7,0.0,0.38,23.08
1251,46680,D,2024-08-22,4,16255,LD.CANDLE  13.2,21.0,21.86,0.0,0.36,22.22
1252,46773,D,2024-08-22,5,16255,LD.CANDLE  13.2,21.0,21.95,0.0,0.36,22.31
1253,46866,D,2024-08-22,6,16255,LD.CANDLE  13.2,20.0,22.23,0.0,0.37,22.6
1254,46959,D,2024-08-22,7,16255,LD.CANDLE  13.2,21.0,29.72,0.0,0.52,30.24
1255,47051,D,2024-08-22,8,16255,LD.CANDLE  13.2,24.0,35.31,0.0,0.67,35.98
1256,47142,D,2024-08-22,9,16255,LD.CANDLE  13.2,25.0,24.0,0.0,0.41,24.41
1257,47227,D,2024-08-22,10,16255,LD.CANDLE  13.2,28.0,17.55,0.0,0.23,17.78
1258,47309,D,2024-08-22,11,16255,LD.CANDLE  13.2,28.0,20.45,0.0,0.24,20.69
1259,47390,D,2024-08-22,12,16255,LD.CANDLE  13.2,28.0,21.07,0.0,0.23,21.3
1260,47468,D,2024-08-22,13,16255,LD.CANDLE  13.2,28.0,21.33,0.0,0.24,21.57
1261,47548,D,2024-08-22,14,16255,LD.CANDLE  13.2,28.0,21.89,0.0,0.26,22.15
1262,47631,D,2024-08-22,15,16255,LD.CANDLE  13.2,28.0,21.76,0.0,0.28,22.04
