H,Day,Hour,Location ID,Network Node Description,MW Factor,Energy Component,Congestion Component,Marginal Loss Component,Price
D,2024-01-01,1,16255,LD.CANDLE  13.2,20.0,53.36,0.0,0.8,54.16
D,2024-01-01,2,16255,LD.CANDLE  13.2,19.0,35.6,0.0,0.5,36.1
D,2024-01-01,3,16255,LD.CANDLE  13.2,19.0,29.53,0.0,0.4,29.93
D,2024-01-01,4,16255,LD.CANDLE  13.2,19.0,29.13,0.0,0.38,29.51
D,2024-01-01,5,16255,LD.CANDLE  13.2,19.0,28.11,0.0,0.37,28.48
D,2024-01-01,6,16255,LD.CANDLE  13.2,19.0,27.75,0.0,0.38,28.13
D,2024-01-01,7,16255,LD.CANDLE  13.2,19.0,27.77,0.0,0.4,28.17
D,2024-01-01,8,16255,LD.CANDLE  13.2,20.0,25.81,0.0,0.35,26.16
D,2024-01-01,9,16255,LD.CANDLE  13.2,20.0,25.65,0.0,0.33,25.98
D,2024-01-01,10,16255,LD.CANDLE  13.2,19.0,27.02,0.0,0.3,27.32
D,2024-01-01,11,16255,LD.CANDLE  13.2,20.0,27.4,0.0,0.28,27.68
D,2024-01-01,12,16255,LD.CANDLE  13.2,20.0,27.84,0.0,0.3,28.14
D,2024-01-01,13,16255,LD.CANDLE  13.2,20.0,26.36,0.0,0.24,26.6
D,2024-01-01,14,16255,LD.CANDLE  13.2,18.0,27.55,0.0,0.23,27.78
D,2024-01-01,15,16255,LD.CANDLE  13.2,17.0,31.19,0.0,0.32,31.51
D,2024-01-01,16,16255,LD.CANDLE  13.2,19.0,43.66,0.0,0.59,44.25
D,2024-01-01,17,16255,LD.CANDLE  13.2,21.0,47.62,0.0,0.79,48.41
D,2024-01-01,18,16255,LD.CANDLE  13.2,23.0,50.86,0.0,0.97,51.83
D,2024-01-01,19,16255,LD.CANDLE  13.2,24.0,49.65,0.0,0.99,50.64
D,2024-01-01,20,16255,LD.CANDLE  13.2,24.0,47.67,0.0,0.92,48.59
D,2024-01-01,21,16255,LD.CANDLE  13.2,23.0,55.09,0.0,0.95,56.04
D,2024-01-01,22,16255,LD.CANDLE  13.2,23.0,58.61,0.0,0.97,59.58
D,2024-01-01,23,16255,LD.CANDLE  13.2,22.0,38.85,0.0,0.68,39.53
D,2024-01-01,24,16255,LD.CANDLE  13.2,21.0,28.1,0.0,0.54,28.64
D,2024-01-02,1,16255,LD.CANDLE  13.2,20.0,30.93,0.0,0.54,31.47
D,2024-01-02,2,16255,LD.CANDLE  13.2,20.0,29.49,0.0,0.5,29.99
D,2024-01-02,3,16255,LD.CANDLE  13.2,20.0,28.63,0.0,0.48,29.11
D,2024-01-02,4,16255,LD.CANDLE  13.2,20.0,28.89,0.0,0.49,29.38
D,2024-01-02,5,16255,LD.CANDLE  13.2,20.0,30.09,0.0,0.5,30.59
D,2024-01-02,6,16255,LD.CANDLE  13.2,21.0,43.43,0.0,0.8,44.23
D,2024-01-02,7,16255,LD.CANDLE  13.2,22.0,52.59,0.0,1.09,53.68
D,2024-01-02,8,16255,LD.CANDLE  13.2,23.0,78.21,0.0,1.61,79.82
D,2024-01-02,9,16255,LD.CANDLE  13.2,23.0,46.12,0.0,0.9,47.02
D,2024-01-02,10,16255,LD.CANDLE  13.2,21.0,33.71,0.0,0.53,34.24
D,2024-01-02,11,16255,LD.CANDLE  13.2,20.0,38.2,0.0,0.42,38.62
D,2024-01-02,12,16255,LD.CANDLE  13.2,18.0,32.66,0.0,0.29,32.95
D,2024-01-02,13,16255,LD.CANDLE  13.2,17.0,30.0,0.0,0.27,30.27
D,2024-01-02,14,16255,LD.CANDLE  13.2,17.0,31.95,0.0,0.31,32.26
D,2024-01-02,15,16255,LD.CANDLE  13.2,17.0,35.34,0.0,0.45,35.79
D,2024-01-02,16,16255,LD.CANDLE  13.2,19.0,65.17,0.0,1.15,66.32
D,2024-01-02,17,16255,LD.CANDLE  13.2,21.0,44.49,0.0,0.97,45.46
D,2024-01-02,18,16255,LD.CANDLE  13.2,24.0,32.83,0.0,0.77,33.6
D,2024-01-02,19,16255,LD.CANDLE  13.2,25.0,31.21,0.0,0.76,31.97
D,2024-01-02,20,16255,LD.CANDLE  13.2,25.0,51.81,0.0,1.17,52.98
D,2024-01-02,21,16255,LD.CANDLE  13.2,25.0,49.16,0.0,1.04,50.2
D,2024-01-02,22,16255,LD.CANDLE  13.2,24.0,53.01,0.0,1.1,54.11
D,2024-01-02,23,16255,LD.CANDLE  13.2,23.0,39.35,0.0,0.83,40.18
D,2024-01-02,24,16255,LD.CANDLE  13.2,22.0,34.41,0.0,0.72,35.13
D,2024-01-03,1,16255,LD.CANDLE  13.2,21.0,33.53,0.0,0.7,34.23
D,2024-01-03,2,16255,LD.CANDLE  13.2,21.0,34.22,0.0,0.68,34.9
D,2024-01-03,3,16255,LD.CANDLE  13.2,21.0,32.1,0.0,0.63,32.73
D,2024-01-03,4,16255,LD.CANDLE  13.2,21.0,31.99,0.0,0.63,32.62
D,2024-01-03,5,16255,LD.CANDLE  13.2,21.0,35.0,0.0,0.67,35.67
D,2024-01-03,6,16255,LD.CANDLE  13.2,21.0,51.7,0.0,1.05,52.75
D,2024-01-03,7,16255,LD.CANDLE  13.2,23.0,40.34,0.0,0.87,41.21
D,2024-01-03,8,16255,LD.CANDLE  13.2,25.0,41.28,0.0,0.86,42.14
D,2024-01-03,9,16255,LD.CANDLE  13.2,23.0,65.63,0.0,1.15,66.78
D,2024-01-03,10,16255,LD.CANDLE  13.2,21.0,42.9,0.0,0.6,43.5
D,2024-01-03,11,16255,LD.CANDLE  13.2,19.0,40.65,0.0,0.46,41.11
D,2024-01-03,12,16255,LD.CANDLE  13.2,18.0,37.83,0.0,0.31,38.14
D,2024-01-03,13,16255,LD.CANDLE  13.2,17.0,55.23,0.0,0.41,55.64
D,2024-01-03,14,16255,LD.CANDLE  13.2,17.0,60.46,0.0,0.56,61.02
D,2024-01-03,15,16255,LD.CANDLE  13.2,17.0,76.25,0.0,1.03,77.28
D,2024-01-03,16,16255,LD.CANDLE  13.2,19.0,32.01,0.0,0.53,32.54
D,2024-01-03,17,16255,LD.CANDLE  13.2,20.0,43.13,0.0,0.89,44.02
D,2024-01-03,18,16255,LD.CANDLE  13.2,23.0,49.89,0.0,1.07,50.96
D,2024-01-03,19,16255,LD.CANDLE  13.2,25.0,55.96,0.0,1.16,57.12
D,2024-01-03,20,16255,LD.CANDLE  13.2,25.0,41.48,0.0,0.8,42.28
D,2024-01-03,21,16255,LD.CANDLE  13.2,24.0,39.52,0.0,0.74,40.26
D,2024-01-03,22,16255,LD.CANDLE  13.2,24.0,34.69,0.0,0.61,35.3
D,2024-01-03,23,16255,LD.CANDLE  13.2,22.0,32.96,0.0,0.57,33.53
D,2024-01-03,24,16255,LD.CANDLE  13.2,21.0,37.88,0.0,0.67,38.55
D,2024-01-04,1,16255,LD.CANDLE  13.2,20.0,41.71,0.0,0.7,42.41
D,2024-01-04,2,16255,LD.CANDLE  13.2,19.0,41.29,0.0,0.67,41.96
D,2024-01-04,3,16255,LD.CANDLE  13.2,19.0,41.74,0.0,0.66,42.4
D,2024-01-04,4,16255,LD.CANDLE  13.2,19.0,40.72,0.0,0.63,41.35
D,2024-01-04,5,16255,LD.CANDLE  13.2,19.0,41.77,0.0,0.66,42.43
D,2024-01-04,6,16255,LD.CANDLE  13.2,20.0,38.66,0.0,0.66,39.32
D,2024-01-04,7,16255,LD.CANDLE  13.2,20.0,37.49,0.0,0.73,38.22
D,2024-01-04,8,16255,LD.CANDLE  13.2,22.0,29.65,0.0,0.54,30.19
D,2024-01-04,9,16255,LD.CANDLE  13.2,22.0,29.38,0.0,0.51,29.89
D,2024-01-04,10,16255,LD.CANDLE  13.2,22.0,30.31,0.0,0.47,30.78
D,2024-01-04,11,16255,LD.CANDLE  13.2,22.0,47.99,0.0,0.69,48.68
D,2024-01-04,12,16255,LD.CANDLE  13.2,22.0,48.55,0.0,0.71,49.26
D,2024-01-04,13,16255,LD.CANDLE  13.2,20.0,42.83,0.0,0.58,43.41
D,2024-01-04,14,16255,LD.CANDLE  13.2,20.0,40.59,0.0,0.52,41.11
D,2024-01-04,15,16255,LD.CANDLE  13.2,21.0,45.23,0.0,0.67,45.9
D,2024-01-04,16,16255,LD.CANDLE  13.2,20.0,42.54,0.0,0.71,43.25
D,2024-01-04,17,16255,LD.CANDLE  13.2,22.0,46.55,0.0,1.04,47.59
D,2024-01-04,18,16255,LD.CANDLE  13.2,24.0,48.92,0.0,1.29,50.21
D,2024-01-04,19,16255,LD.CANDLE  13.2,25.0,50.45,0.0,1.35,51.8
D,2024-01-04,20,16255,LD.CANDLE  13.2,25.0,58.54,0.0,1.52,60.06
D,2024-01-04,21,16255,LD.CANDLE  13.2,25.0,53.93,0.0,1.32,55.25
D,2024-01-04,22,16255,LD.CANDLE  13.2,25.0,47.49,0.0,1.09,48.58
D,2024-01-04,23,16255,LD.CANDLE  13.2,24.0,44.06,0.0,1.0,45.06
D,2024-01-04,24,16255,LD.CANDLE  13.2,23.0,32.24,0.0,0.76,33.0
D,2024-01-05,1,16255,LD.CANDLE  13.2,23.0,44.89,0.0,1.1,45.99
D,2024-01-05,2,16255,LD.CANDLE  13.2,23.0,36.68,0.0,0.82,37.5
D,2024-01-05,3,16255,LD.CANDLE  13.2,23.0,37.17,0.0,0.79,37.96
D,2024-01-05,4,16255,LD.CANDLE  13.2,23.0,37.15,0.0,0.71,37.86
D,2024-01-05,5,16255,LD.CANDLE  13.2,24.0,38.95,0.0,0.74,39.69
D,2024-01-05,6,16255,LD.CANDLE  13.2,24.0,60.83,0.0,1.35,62.18
D,2024-01-05,7,16255,LD.CANDLE  13.2,26.0,34.61,0.0,0.82,35.43
D,2024-01-05,8,16255,LD.CANDLE  13.2,28.0,66.99,0.0,1.66,68.65
D,2024-01-05,9,16255,LD.CANDLE  13.2,27.0,63.4,0.0,1.54,64.94
D,2024-01-05,10,16255,LD.CANDLE  13.2,25.0,69.64,0.0,1.34,70.98
D,2024-01-05,11,16255,LD.CANDLE  13.2,23.0,54.39,0.0,0.72,55.11
D,2024-01-05,12,16255,LD.CANDLE  13.2,22.0,120.9,0.0,1.11,122.01
D,2024-01-05,13,16255,LD.CANDLE  13.2,21.0,53.22,0.0,0.42,53.64
D,2024-01-05,14,16255,LD.CANDLE  13.2,21.0,43.76,0.0,0.43,44.19
D,2024-01-05,15,16255,LD.CANDLE  13.2,21.0,58.42,0.0,0.76,59.18
D,2024-01-05,16,16255,LD.CANDLE  13.2,22.0,61.6,0.0,1.16,62.76
D,2024-01-05,17,16255,LD.CANDLE  13.2,24.0,48.47,0.0,1.12,49.59
D,2024-01-05,18,16255,LD.CANDLE  13.2,26.0,53.38,0.0,1.33,54.71
D,2024-01-05,19,16255,LD.CANDLE  13.2,27.0,61.26,0.0,1.53,62.79
D,2024-01-05,20,16255,LD.CANDLE  13.2,27.0,46.29,0.0,1.12,47.41
D,2024-01-05,21,16255,LD.CANDLE  13.2,26.0,51.33,0.0,1.2,52.53
D,2024-01-05,22,16255,LD.CANDLE  13.2,26.0,52.91,0.0,1.19,54.1
D,2024-01-05,23,16255,LD.CANDLE  13.2,24.0,45.71,0.0,0.97,46.68
D,2024-01-05,24,16255,LD.CANDLE  13.2,24.0,44.19,0.0,0.93,45.12
D,2024-01-06,1,16255,LD.CANDLE  13.2,23.0,50.74,0.0,1.08,51.82
D,2024-01-06,2,16255,LD.CANDLE  13.2,22.0,39.89,0.0,0.83,40.72
D,2024-01-06,3,16255,LD.CANDLE  13.2,22.0,40.78,0.0,0.79,41.57
D,2024-01-06,4,16255,LD.CANDLE  13.2,22.0,41.24,0.0,0.84,42.08
D,2024-01-06,5,16255,LD.CANDLE  13.2,22.0,41.68,0.0,0.86,42.54
D,2024-01-06,6,16255,LD.CANDLE  13.2,22.0,44.83,0.0,0.95,45.78
D,2024-01-06,7,16255,LD.CANDLE  13.2,23.0,53.46,0.0,1.16,54.62
D,2024-01-06,8,16255,LD.CANDLE  13.2,24.0,40.71,0.0,0.86,41.57
D,2024-01-06,9,16255,LD.CANDLE  13.2,24.0,41.27,0.0,0.84,42.11
D,2024-01-06,10,16255,LD.CANDLE  13.2,24.0,38.99,0.0,0.67,39.66
D,2024-01-06,11,16255,LD.CANDLE  13.2,22.0,39.03,0.0,0.56,39.59
D,2024-01-06,12,16255,LD.CANDLE  13.2,23.0,43.74,0.0,0.63,44.37
D,2024-01-06,13,16255,LD.CANDLE  13.2,25.0,42.51,0.0,0.67,43.18
D,2024-01-06,14,16255,LD.CANDLE  13.2,25.0,55.73,0.0,1.0,56.73
D,2024-01-06,15,16255,LD.CANDLE  13.2,25.0,44.75,0.0,0.76,45.51
D,2024-01-06,16,16255,LD.CANDLE  13.2,26.0,55.15,0.0,0.97,56.12
D,2024-01-06,17,16255,LD.CANDLE  13.2,26.0,61.93,0.0,1.27,63.2
D,2024-01-06,18,16255,LD.CANDLE  13.2,28.0,71.57,0.0,1.62,73.19
D,2024-01-06,19,16255,LD.CANDLE  13.2,27.0,88.09,0.0,2.01,90.1
D,2024-01-06,20,16255,LD.CANDLE  13.2,27.0,66.28,0.0,1.44,67.72
D,2024-01-06,21,16255,LD.CANDLE  13.2,24.0,75.97,0.0,1.48,77.45
D,2024-01-06,22,16255,LD.CANDLE  13.2,23.0,82.85,0.0,1.7,84.55
D,2024-01-06,23,16255,LD.CANDLE  13.2,22.0,72.07,0.0,1.47,73.54
D,2024-01-06,24,16255,LD.CANDLE  13.2,22.0,56.33,0.0,1.1,57.43
D,2024-01-07,1,16255,LD.CANDLE  13.2,21.0,43.23,0.0,0.79,44.02
D,2024-01-07,2,16255,LD.CANDLE  13.2,21.0,56.43,0.0,1.02,57.45
D,2024-01-07,3,16255,LD.CANDLE  13.2,21.0,45.52,0.0,0.8,46.32
D,2024-01-07,4,16255,LD.CANDLE  13.2,20.0,58.19,0.0,0.92,59.11
D,2024-01-07,5,16255,LD.CANDLE  13.2,20.0,55.82,0.0,0.91,56.73
D,2024-01-07,6,16255,LD.CANDLE  13.2,20.0,47.76,0.0,0.88,48.64
D,2024-01-07,7,16255,LD.CANDLE  13.2,20.0,42.76,0.0,0.81,43.57
D,2024-01-07,8,16255,LD.CANDLE  13.2,20.0,39.23,0.0,0.73,39.96
D,2024-01-07,9,16255,LD.CANDLE  13.2,21.0,40.14,0.0,0.79,40.93
D,2024-01-07,10,16255,LD.CANDLE  13.2,22.0,45.06,0.0,0.91,45.97
D,2024-01-07,11,16255,LD.CANDLE  13.2,23.0,51.81,0.0,1.0,52.81
D,2024-01-07,12,16255,LD.CANDLE  13.2,23.0,72.23,0.0,1.55,73.78
D,2024-01-07,13,16255,LD.CANDLE  13.2,23.0,95.28,0.0,2.12,97.4
D,2024-01-07,14,16255,LD.CANDLE  13.2,23.0,91.58,0.0,2.1,93.68
D,2024-01-07,15,16255,LD.CANDLE  13.2,23.0,82.35,0.0,1.93,84.28
D,2024-01-07,16,16255,LD.CANDLE  13.2,23.0,58.38,0.0,1.4,59.78
D,2024-01-07,17,16255,LD.CANDLE  13.2,25.0,55.27,0.0,1.35,56.62
D,2024-01-07,18,16255,LD.CANDLE  13.2,26.0,76.91,0.0,2.05,78.96
D,2024-01-07,19,16255,LD.CANDLE  13.2,27.0,80.64,0.0,2.1,82.74
D,2024-01-07,20,16255,LD.CANDLE  13.2,27.0,68.86,0.0,1.67,70.53
D,2024-01-07,21,16255,LD.CANDLE  13.2,26.0,62.97,0.0,1.41,64.38
D,2024-01-07,22,16255,LD.CANDLE  13.2,25.0,44.97,0.0,0.93,45.9
D,2024-01-07,23,16255,LD.CANDLE  13.2,24.0,42.67,0.0,0.85,43.52
D,2024-01-07,24,16255,LD.CANDLE  13.2,23.0,35.52,0.0,0.71,36.23
D,2024-01-08,1,16255,LD.CANDLE  13.2,22.0,50.1,0.0,0.98,51.08
D,2024-01-08,2,16255,LD.CANDLE  13.2,22.0,66.28,0.0,1.25,67.53
D,2024-01-08,3,16255,LD.CANDLE  13.2,22.0,46.57,0.0,0.88,47.45
D,2024-01-08,4,16255,LD.CANDLE  13.2,22.0,52.05,0.0,0.99,53.04
D,2024-01-08,5,16255,LD.CANDLE  13.2,22.0,62.8,0.0,1.26,64.06
D,2024-01-08,6,16255,LD.CANDLE  13.2,23.0,48.01,0.0,1.01,49.02
D,2024-01-08,7,16255,LD.CANDLE  13.2,24.0,51.09,0.0,1.13,52.22
D,2024-01-08,8,16255,LD.CANDLE  13.2,26.0,37.19,0.0,0.8,37.99
D,2024-01-08,9,16255,LD.CANDLE  13.2,25.0,75.37,0.0,1.67,77.04
D,2024-01-08,10,16255,LD.CANDLE  13.2,25.0,91.45,0.0,1.99,93.44
D,2024-01-08,11,16255,LD.CANDLE  13.2,23.0,110.34,0.0,2.36,112.7
D,2024-01-08,12,16255,LD.CANDLE  13.2,24.0,95.35,0.0,2.04,97.39
D,2024-01-08,13,16255,LD.CANDLE  13.2,21.0,60.04,0.0,1.23,61.27
D,2024-01-08,14,16255,LD.CANDLE  13.2,20.0,42.91,0.0,0.85,43.76
D,2024-01-08,15,16255,LD.CANDLE  13.2,20.0,73.03,0.0,1.27,74.3
D,2024-01-08,16,16255,LD.CANDLE  13.2,21.0,79.63,0.0,1.62,81.25
D,2024-01-08,17,16255,LD.CANDLE  13.2,23.0,74.7,0.09,1.81,76.6
D,2024-01-08,18,16255,LD.CANDLE  13.2,26.0,126.8,0.0,3.25,130.05
D,2024-01-08,19,16255,LD.CANDLE  13.2,27.0,121.94,0.0,3.16,125.1
D,2024-01-08,20,16255,LD.CANDLE  13.2,27.0,87.64,0.0,2.25,89.89
D,2024-01-08,21,16255,LD.CANDLE  13.2,26.0,73.27,0.0,1.71,74.98
D,2024-01-08,22,16255,LD.CANDLE  13.2,26.0,65.22,0.0,1.46,66.68
D,2024-01-08,23,16255,LD.CANDLE  13.2,25.0,54.43,0.0,1.22,55.65
D,2024-01-08,24,16255,LD.CANDLE  13.2,23.0,40.92,0.0,0.95,41.87
D,2024-01-09,1,16255,LD.CANDLE  13.2,23.0,39.47,0.0,0.95,40.42
D,2024-01-09,2,16255,LD.CANDLE  13.2,22.0,42.64,0.0,1.0,43.64
D,2024-01-09,3,16255,LD.CANDLE  13.2,22.0,40.35,0.0,0.94,41.29
D,2024-01-09,4,16255,LD.CANDLE  13.2,23.0,40.67,0.0,0.9,41.57
D,2024-01-09,5,16255,LD.CANDLE  13.2,23.0,40.87,0.0,0.86,41.73
D,2024-01-09,6,16255,LD.CANDLE  13.2,24.0,50.81,0.0,1.05,51.86
D,2024-01-09,7,16255,LD.CANDLE  13.2,25.0,75.43,0.0,1.71,77.14
D,2024-01-09,8,16255,LD.CANDLE  13.2,27.0,77.92,0.0,1.68,79.6
D,2024-01-09,9,16255,LD.CANDLE  13.2,27.0,78.02,0.0,1.58,79.6
D,2024-01-09,10,16255,LD.CANDLE  13.2,26.0,80.82,0.0,1.55,82.37
D,2024-01-09,11,16255,LD.CANDLE  13.2,24.0,54.31,0.0,0.94,55.25
D,2024-01-09,12,16255,LD.CANDLE  13.2,24.0,64.29,0.0,0.94,65.23
D,2024-01-09,13,16255,LD.CANDLE  13.2,23.0,59.56,0.0,0.79,60.35
D,2024-01-09,14,16255,LD.CANDLE  13.2,23.0,62.66,0.0,0.77,63.43
D,2024-01-09,15,16255,LD.CANDLE  13.2,22.0,60.09,0.0,0.85,60.94
D,2024-01-09,16,16255,LD.CANDLE  13.2,23.0,63.06,0.0,1.01,64.07
D,2024-01-09,17,16255,LD.CANDLE  13.2,24.0,65.75,0.0,1.28,67.03
D,2024-01-09,18,16255,LD.CANDLE  13.2,25.0,63.43,0.0,1.43,64.86
D,2024-01-09,19,16255,LD.CANDLE  13.2,26.0,61.94,0.0,1.45,63.39
D,2024-01-09,20,16255,LD.CANDLE  13.2,25.0,60.41,0.0,1.39,61.8
D,2024-01-09,21,16255,LD.CANDLE  13.2,24.0,74.02,0.01,1.6,75.63
D,2024-01-09,22,16255,LD.CANDLE  13.2,24.0,48.29,0.0,0.99,49.28
D,2024-01-09,23,16255,LD.CANDLE  13.2,22.0,38.61,0.01,0.77,39.39
D,2024-01-09,24,16255,LD.CANDLE  13.2,21.0,35.94,0.03,0.77,36.74
D,2024-01-10,1,16255,LD.CANDLE  13.2,19.0,88.31,0.03,1.65,89.99
D,2024-01-10,2,16255,LD.CANDLE  13.2,19.0,44.67,0.01,0.73,45.41
D,2024-01-10,3,16255,LD.CANDLE  13.2,18.0,41.14,0.07,0.58,41.79
D,2024-01-10,4,16255,LD.CANDLE  13.2,18.0,36.93,0.07,0.59,37.59
D,2024-01-10,5,16255,LD.CANDLE  13.2,17.0,68.52,0.84,1.09,70.45
D,2024-01-10,6,16255,LD.CANDLE  13.2,17.0,43.83,0.29,0.77,44.89
D,2024-01-10,7,16255,LD.CANDLE  13.2,18.0,78.7,0.16,1.68,80.54
D,2024-01-10,8,16255,LD.CANDLE  13.2,19.0,120.04,0.18,2.56,122.78
D,2024-01-10,9,16255,LD.CANDLE  13.2,20.0,40.78,0.07,0.85,41.7
D,2024-01-10,10,16255,LD.CANDLE  13.2,19.0,32.26,0.06,0.63,32.95
D,2024-01-10,11,16255,LD.CANDLE  13.2,18.0,35.92,0.05,0.7,36.67
D,2024-01-10,12,16255,LD.CANDLE  13.2,18.0,35.24,0.08,0.7,36.02
D,2024-01-10,13,16255,LD.CANDLE  13.2,19.0,35.31,0.04,0.61,35.96
D,2024-01-10,14,16255,LD.CANDLE  13.2,17.0,35.44,0.03,0.57,36.04
D,2024-01-10,15,16255,LD.CANDLE  13.2,17.0,35.27,0.0,0.52,35.79
D,2024-01-10,16,16255,LD.CANDLE  13.2,18.0,42.76,0.0,0.72,43.48
D,2024-01-10,17,16255,LD.CANDLE  13.2,19.0,41.11,0.07,0.85,42.03
D,2024-01-10,18,16255,LD.CANDLE  13.2,21.0,40.84,0.06,0.94,41.84
D,2024-01-10,19,16255,LD.CANDLE  13.2,23.0,46.32,0.09,1.07,47.48
D,2024-01-10,20,16255,LD.CANDLE  13.2,22.0,76.0,-0.15,1.63,77.48
D,2024-01-10,21,16255,LD.CANDLE  13.2,22.0,73.26,-0.24,1.38,74.4
D,2024-01-10,22,16255,LD.CANDLE  13.2,21.0,68.15,0.12,1.23,69.5
D,2024-01-10,23,16255,LD.CANDLE  13.2,20.0,37.9,0.02,0.72,38.64
D,2024-01-10,24,16255,LD.CANDLE  13.2,19.0,42.7,0.04,0.85,43.59
D,2024-01-11,1,16255,LD.CANDLE  13.2,18.0,38.39,0.12,0.67,39.18
D,2024-01-11,2,16255,LD.CANDLE  13.2,18.0,39.94,0.17,0.66,40.77
D,2024-01-11,3,16255,LD.CANDLE  13.2,18.0,35.93,0.08,0.55,36.56
D,2024-01-11,4,16255,LD.CANDLE  13.2,18.0,37.26,0.12,0.58,37.96
D,2024-01-11,5,16255,LD.CANDLE  13.2,18.0,38.12,0.13,0.59,38.84
D,2024-01-11,6,16255,LD.CANDLE  13.2,18.0,66.23,0.23,1.12,67.58
D,2024-01-11,7,16255,LD.CANDLE  13.2,20.0,50.28,0.0,1.03,51.31
D,2024-01-11,8,16255,LD.CANDLE  13.2,22.0,76.57,0.0,1.72,78.29
D,2024-01-11,9,16255,LD.CANDLE  13.2,22.0,71.96,0.0,1.58,73.54
D,2024-01-11,10,16255,LD.CANDLE  13.2,22.0,65.2,0.0,1.38,66.58
D,2024-01-11,11,16255,LD.CANDLE  13.2,21.0,54.53,0.0,1.07,55.6
D,2024-01-11,12,16255,LD.CANDLE  13.2,20.0,68.93,0.0,1.07,70.0
D,2024-01-11,13,16255,LD.CANDLE  13.2,20.0,98.07,0.0,1.31,99.38
D,2024-01-11,14,16255,LD.CANDLE  13.2,19.0,64.14,0.0,1.09,65.23
D,2024-01-11,15,16255,LD.CANDLE  13.2,20.0,41.05,0.0,0.8,41.85
D,2024-01-11,16,16255,LD.CANDLE  13.2,21.0,39.42,0.0,0.75,40.17
D,2024-01-11,17,16255,LD.CANDLE  13.2,21.0,35.42,0.0,0.76,36.18
D,2024-01-11,18,16255,LD.CANDLE  13.2,23.0,46.02,0.0,1.07,47.09
D,2024-01-11,19,16255,LD.CANDLE  13.2,24.0,36.88,0.0,0.87,37.75
D,2024-01-11,20,16255,LD.CANDLE  13.2,24.0,36.41,0.0,0.83,37.24
D,2024-01-11,21,16255,LD.CANDLE  13.2,23.0,38.7,0.0,0.84,39.54
D,2024-01-11,22,16255,LD.CANDLE  13.2,22.0,45.0,0.0,0.86,45.86
D,2024-01-11,23,16255,LD.CANDLE  13.2,23.0,43.58,0.0,0.78,44.36
D,2024-01-11,24,16255,LD.CANDLE  13.2,22.0,35.78,0.0,0.63,36.41
D,2024-01-12,1,16255,LD.CANDLE  13.2,19.0,43.17,0.0,0.84,44.01
D,2024-01-12,2,16255,LD.CANDLE  13.2,18.0,37.03,0.0,0.71,37.74
D,2024-01-12,3,16255,LD.CANDLE  13.2,18.0,36.65,0.0,0.68,37.33
D,2024-01-12,4,16255,LD.CANDLE  13.2,18.0,36.53,0.11,0.68,37.32
D,2024-01-12,5,16255,LD.CANDLE  13.2,18.0,40.72,0.15,0.76,41.63
D,2024-01-12,6,16255,LD.CANDLE  13.2,19.0,32.2,0.01,0.65,32.86
D,2024-01-12,7,16255,LD.CANDLE  13.2,20.0,37.0,0.0,0.81,37.81
D,2024-01-12,8,16255,LD.CANDLE  13.2,22.0,40.25,0.0,0.84,41.09
D,2024-01-12,9,16255,LD.CANDLE  13.2,22.0,33.66,0.0,0.66,34.32
D,2024-01-12,10,16255,LD.CANDLE  13.2,20.0,31.35,0.0,0.53,31.88
D,2024-01-12,11,16255,LD.CANDLE  13.2,18.0,27.29,0.02,0.34,27.65
D,2024-01-12,12,16255,LD.CANDLE  13.2,16.0,27.5,0.03,0.24,27.77
D,2024-01-12,13,16255,LD.CANDLE  13.2,16.0,26.43,0.04,0.17,26.64
D,2024-01-12,14,16255,LD.CANDLE  13.2,16.0,27.94,0.01,0.24,28.19
D,2024-01-12,15,16255,LD.CANDLE  13.2,16.0,27.99,0.0,0.3,28.29
D,2024-01-12,16,16255,LD.CANDLE  13.2,17.0,31.83,0.0,0.39,32.22
D,2024-01-12,17,16255,LD.CANDLE  13.2,18.0,32.9,0.0,0.53,33.43
D,2024-01-12,18,16255,LD.CANDLE  13.2,20.0,29.39,0.0,0.58,29.97
D,2024-01-12,19,16255,LD.CANDLE  13.2,21.0,29.16,0.0,0.6,29.76
D,2024-01-12,20,16255,LD.CANDLE  13.2,22.0,29.59,0.0,0.59,30.18
D,2024-01-12,21,16255,LD.CANDLE  13.2,21.0,28.03,0.0,0.53,28.56
D,2024-01-12,22,16255,LD.CANDLE  13.2,21.0,28.08,0.0,0.47,28.55
D,2024-01-12,23,16255,LD.CANDLE  13.2,20.0,27.82,0.0,0.46,28.28
D,2024-01-12,24,16255,LD.CANDLE  13.2,19.0,28.2,0.0,0.5,28.7
D,2024-01-13,1,16255,LD.CANDLE  13.2,18.0,26.73,0.0,0.5,27.23
D,2024-01-13,2,16255,LD.CANDLE  13.2,18.0,25.42,0.0,0.47,25.89
D,2024-01-13,3,16255,LD.CANDLE  13.2,18.0,25.38,0.0,0.47,25.85
D,2024-01-13,4,16255,LD.CANDLE  13.2,18.0,25.2,0.0,0.48,25.68
D,2024-01-13,5,16255,LD.CANDLE  13.2,18.0,25.28,0.01,0.49,25.78
D,2024-01-13,6,16255,LD.CANDLE  13.2,18.0,25.85,0.04,0.52,26.41
D,2024-01-13,7,16255,LD.CANDLE  13.2,18.0,27.24,0.05,0.56,27.85
D,2024-01-13,8,16255,LD.CANDLE  13.2,19.0,28.5,0.05,0.57,29.12
