H,Day,Hour,Location ID,Network Node Description,MW Factor,Energy Component,Congestion Component,Marginal Loss Component,Price
D,2024-03-19,6,16255,LD.CANDLE  13.2,19.0,19.24,0.0,0.21,19.45
D,2024-03-19,7,16255,LD.CANDLE  13.2,20.0,24.06,0.0,0.34,24.4
D,2024-03-19,8,16255,LD.CANDLE  13.2,22.0,26.63,0.0,0.33,26.96
D,2024-03-19,9,16255,LD.CANDLE  13.2,21.0,17.46,0.0,0.19,17.65
D,2024-03-19,10,16255,LD.CANDLE  13.2,19.0,19.81,0.0,0.13,19.94
D,2024-03-19,11,16255,LD.CANDLE  13.2,17.0,17.93,0.0,0.03,17.96
D,2024-03-19,12,16255,LD.CANDLE  13.2,16.0,17.39,0.0,-0.01,17.38
D,2024-03-19,13,16255,LD.CANDLE  13.2,16.0,17.31,0.0,0.04,17.35
D,2024-03-19,14,16255,LD.CANDLE  13.2,14.0,18.01,0.0,0.08,18.09
D,2024-03-19,15,16255,LD.CANDLE  13.2,14.0,17.67,0.0,0.11,17.78
D,2024-03-19,16,16255,LD.CANDLE  13.2,14.0,17.57,0.0,0.13,17.7
D,2024-03-19,17,16255,LD.CANDLE  13.2,15.0,18.07,0.0,0.16,18.23
D,2024-03-19,18,16255,LD.CANDLE  13.2,17.0,16.95,0.0,0.21,17.16
D,2024-03-19,19,16255,LD.CANDLE  13.2,20.0,20.74,0.0,0.33,21.07
D,2024-03-19,20,16255,LD.CANDLE  13.2,21.0,23.27,0.0,0.39,23.66
D,2024-03-19,21,16255,LD.CANDLE  13.2,22.0,24.25,0.0,0.38,24.63
D,2024-03-19,22,16255,LD.CANDLE  13.2,21.0,25.52,0.0,0.35,25.87
D,2024-03-19,23,16255,LD.CANDLE  13.2,20.0,24.29,0.0,0.29,24.58
D,2024-03-19,24,16255,LD.CANDLE  13.2,18.0,20.23,0.0,0.23,20.46
D,2024-03-20,1,16255,LD.CANDLE  13.2,18.0,20.62,0.0,0.23,20.85
D,2024-03-20,2,16255,LD.CANDLE  13.2,17.0,20.1,0.0,0.24,20.34
D,2024-03-20,3,16255,LD.CANDLE  13.2,17.0,19.73,0.0,0.22,19.95
D,2024-03-20,4,16255,LD.CANDLE  13.2,18.0,19.3,0.0,0.22,19.52
D,2024-03-20,5,16255,LD.CANDLE  13.2,18.0,19.62,0.0,0.22,19.84
D,2024-03-20,6,16255,LD.CANDLE  13.2,18.0,20.16,0.0,0.26,20.42
D,2024-03-20,7,16255,LD.CANDLE  13.2,19.0,35.1,0.0,0.5,35.6
D,2024-03-20,8,16255,LD.CANDLE  13.2,21.0,44.31,0.0,0.59,44.9
D,2024-03-20,9,16255,LD.CANDLE  13.2,23.0,27.03,0.0,0.32,27.35
D,2024-03-20,10,16255,LD.CANDLE  13.2,22.0,18.93,0.0,0.26,19.19
D,2024-03-20,11,16255,LD.CANDLE  13.2,20.0,19.42,0.0,0.16,19.58
D,2024-03-20,12,16255,LD.CANDLE  13.2,17.0,24.09,0.0,0.09,24.18
D,2024-03-20,13,16255,LD.CANDLE  13.2,17.0,54.12,0.0,0.15,54.27
D,2024-03-20,14,16255,LD.CANDLE  13.2,16.0,20.03,0.0,0.09,20.12
D,2024-03-20,15,16255,LD.CANDLE  13.2,18.0,39.02,0.0,0.33,39.35
D,2024-03-20,16,16255,LD.CANDLE  13.2,18.0,25.5,0.0,0.34,25.84
D,2024-03-20,17,16255,LD.CANDLE  13.2,18.0,19.6,0.0,0.34,19.94
D,2024-03-20,18,16255,LD.CANDLE  13.2,19.0,32.89,0.0,0.62,33.51
D,2024-03-20,19,16255,LD.CANDLE  13.2,19.0,21.33,0.0,0.43,21.76
D,2024-03-20,20,16255,LD.CANDLE  13.2,20.0,22.56,0.0,0.5,23.06
D,2024-03-20,21,16255,LD.CANDLE  13.2,20.0,25.54,0.0,0.53,26.07
D,2024-03-20,22,16255,LD.CANDLE  13.2,20.0,30.31,0.0,0.56,30.87
D,2024-03-20,23,16255,LD.CANDLE  13.2,19.0,31.03,0.0,0.48,31.51
D,2024-03-20,24,16255,LD.CANDLE  13.2,18.0,21.25,0.0,0.32,21.57
D,2024-03-21,1,16255,LD.CANDLE  13.2,17.0,19.57,0.0,0.3,19.87
D,2024-03-21,2,16255,LD.CANDLE  13.2,18.0,27.28,0.0,0.49,27.77
D,2024-03-21,3,16255,LD.CANDLE  13.2,18.0,25.7,0.0,0.46,26.16
D,2024-03-21,4,16255,LD.CANDLE  13.2,19.0,25.33,0.0,0.45,25.78
D,2024-03-21,5,16255,LD.CANDLE  13.2,20.0,26.07,0.0,0.46,26.53
D,2024-03-21,6,16255,LD.CANDLE  13.2,21.0,25.11,0.0,0.5,25.61
D,2024-03-21,7,16255,LD.CANDLE  13.2,23.0,40.92,0.0,0.92,41.84
D,2024-03-21,8,16255,LD.CANDLE  13.2,25.0,30.67,0.02,0.72,31.41
D,2024-03-21,9,16255,LD.CANDLE  13.2,24.0,25.15,0.03,0.54,25.72
D,2024-03-21,10,16255,LD.CANDLE  13.2,22.0,20.16,0.02,0.28,20.46
D,2024-03-21,11,16255,LD.CANDLE  13.2,20.0,25.09,0.06,0.26,25.41
D,2024-03-21,12,16255,LD.CANDLE  13.2,20.0,22.47,0.08,0.2,22.75
D,2024-03-21,13,16255,LD.CANDLE  13.2,18.0,22.11,0.08,0.18,22.37
D,2024-03-21,14,16255,LD.CANDLE  13.2,18.0,16.45,0.05,0.13,16.63
D,2024-03-21,15,16255,LD.CANDLE  13.2,17.0,-15.73,0.0,-0.11,-15.84
D,2024-03-21,16,16255,LD.CANDLE  13.2,17.0,11.9,0.04,0.11,12.05
D,2024-03-21,17,16255,LD.CANDLE  13.2,18.0,12.09,0.04,0.17,12.3
D,2024-03-21,18,16255,LD.CANDLE  13.2,19.0,18.64,0.06,0.39,19.09
D,2024-03-21,19,16255,LD.CANDLE  13.2,22.0,25.25,0.07,0.69,26.01
D,2024-03-21,20,16255,LD.CANDLE  13.2,24.0,29.67,0.08,0.85,30.6
D,2024-03-21,21,16255,LD.CANDLE  13.2,25.0,30.13,0.08,0.83,31.04
D,2024-03-21,22,16255,LD.CANDLE  13.2,24.0,30.4,0.08,0.81,31.29
D,2024-03-21,23,16255,LD.CANDLE  13.2,24.0,26.48,0.07,0.66,27.21
D,2024-03-21,24,16255,LD.CANDLE  13.2,23.0,34.72,0.1,0.82,35.64
D,2024-03-22,1,16255,LD.CANDLE  13.2,23.0,27.71,0.06,0.66,28.43
D,2024-03-22,2,16255,LD.CANDLE  13.2,23.0,22.25,0.04,0.55,22.84
D,2024-03-22,3,16255,LD.CANDLE  13.2,23.0,21.99,0.04,0.53,22.56
D,2024-03-22,4,16255,LD.CANDLE  13.2,23.0,22.81,0.05,0.54,23.4
D,2024-03-22,5,16255,LD.CANDLE  13.2,23.0,24.04,0.05,0.59,24.68
D,2024-03-22,6,16255,LD.CANDLE  13.2,24.0,23.76,0.06,0.63,24.45
D,2024-03-22,7,16255,LD.CANDLE  13.2,25.0,54.54,0.08,1.56,56.18
D,2024-03-22,8,16255,LD.CANDLE  13.2,26.0,57.42,0.11,1.56,59.09
D,2024-03-22,9,16255,LD.CANDLE  13.2,24.0,28.23,0.05,0.72,29.0
D,2024-03-22,10,16255,LD.CANDLE  13.2,22.0,28.61,0.03,0.54,29.18
D,2024-03-22,11,16255,LD.CANDLE  13.2,20.0,25.48,0.0,0.29,25.77
D,2024-03-22,12,16255,LD.CANDLE  13.2,19.0,36.54,1.38,0.29,38.21
D,2024-03-22,13,16255,LD.CANDLE  13.2,18.0,59.23,0.27,0.26,59.76
D,2024-03-22,14,16255,LD.CANDLE  13.2,17.0,35.02,0.13,0.25,35.4
D,2024-03-22,15,16255,LD.CANDLE  13.2,16.0,25.06,0.74,0.31,26.11
D,2024-03-22,16,16255,LD.CANDLE  13.2,16.0,24.72,0.61,0.36,25.69
D,2024-03-22,17,16255,LD.CANDLE  13.2,17.0,31.58,0.05,0.47,32.1
D,2024-03-22,18,16255,LD.CANDLE  13.2,18.0,51.66,0.09,0.92,52.67
D,2024-03-22,19,16255,LD.CANDLE  13.2,20.0,49.04,0.06,1.21,50.31
D,2024-03-22,20,16255,LD.CANDLE  13.2,23.0,24.96,0.0,0.7,25.66
D,2024-03-22,21,16255,LD.CANDLE  13.2,23.0,37.41,0.0,0.99,38.4
D,2024-03-22,22,16255,LD.CANDLE  13.2,22.0,34.84,0.0,0.83,35.67
D,2024-03-22,23,16255,LD.CANDLE  13.2,21.0,19.44,0.0,0.43,19.87
D,2024-03-22,24,16255,LD.CANDLE  13.2,20.0,21.75,0.0,0.49,22.24
D,2024-03-23,1,16255,LD.CANDLE  13.2,19.0,24.69,0.0,0.53,25.22
D,2024-03-23,2,16255,LD.CANDLE  13.2,19.0,26.77,0.0,0.52,27.29
D,2024-03-23,3,16255,LD.CANDLE  13.2,19.0,29.11,0.0,0.55,29.66
D,2024-03-23,4,16255,LD.CANDLE  13.2,18.0,33.6,0.0,0.57,34.17
D,2024-03-23,5,16255,LD.CANDLE  13.2,18.0,32.19,0.0,0.52,32.71
D,2024-03-23,6,16255,LD.CANDLE  13.2,19.0,27.85,0.0,0.46,28.31
D,2024-03-23,7,16255,LD.CANDLE  13.2,19.0,40.64,0.0,0.69,41.33
D,2024-03-23,8,16255,LD.CANDLE  13.2,20.0,36.3,0.0,0.57,36.87
D,2024-03-23,9,16255,LD.CANDLE  13.2,21.0,38.47,0.0,0.62,39.09
D,2024-03-23,10,16255,LD.CANDLE  13.2,21.0,45.66,0.0,0.77,46.43
D,2024-03-23,11,16255,LD.CANDLE  13.2,21.0,51.2,0.0,0.88,52.08
D,2024-03-23,12,16255,LD.CANDLE  13.2,21.0,46.3,0.0,0.81,47.11
D,2024-03-23,13,16255,LD.CANDLE  13.2,21.0,46.58,0.0,0.81,47.39
D,2024-03-23,14,16255,LD.CANDLE  13.2,21.0,41.0,0.0,0.7,41.7
D,2024-03-23,15,16255,LD.CANDLE  13.2,21.0,42.57,0.0,0.76,43.33
D,2024-03-23,16,16255,LD.CANDLE  13.2,21.0,42.82,0.0,0.83,43.65
D,2024-03-23,17,16255,LD.CANDLE  13.2,21.0,46.88,0.0,0.91,47.79
D,2024-03-23,18,16255,LD.CANDLE  13.2,21.0,53.16,0.0,1.11,54.27
D,2024-03-23,19,16255,LD.CANDLE  13.2,22.0,45.18,0.0,1.04,46.22
D,2024-03-23,20,16255,LD.CANDLE  13.2,22.0,28.78,0.0,0.71,29.49
D,2024-03-23,21,16255,LD.CANDLE  13.2,21.0,29.89,0.0,0.69,30.58
D,2024-03-23,22,16255,LD.CANDLE  13.2,20.0,26.1,0.0,0.54,26.64
D,2024-03-23,23,16255,LD.CANDLE  13.2,19.0,29.24,0.0,0.54,29.78
D,2024-03-23,24,16255,LD.CANDLE  13.2,18.0,40.5,0.0,0.7,41.2
D,2024-03-24,1,16255,LD.CANDLE  13.2,18.0,41.85,0.0,0.67,42.52
D,2024-03-24,2,16255,LD.CANDLE  13.2,18.0,25.52,0.0,0.4,25.92
D,2024-03-24,3,16255,LD.CANDLE  13.2,18.0,25.51,0.0,0.41,25.92
D,2024-03-24,4,16255,LD.CANDLE  13.2,19.0,25.03,0.01,0.4,25.44
D,2024-03-24,5,16255,LD.CANDLE  13.2,19.0,24.67,0.03,0.41,25.11
D,2024-03-24,6,16255,LD.CANDLE  13.2,20.0,24.39,0.0,0.42,24.81
D,2024-03-24,7,16255,LD.CANDLE  13.2,21.0,29.94,0.0,0.54,30.48
D,2024-03-24,8,16255,LD.CANDLE  13.2,22.0,28.47,0.0,0.5,28.97
D,2024-03-24,9,16255,LD.CANDLE  13.2,23.0,34.98,0.0,0.61,35.59
D,2024-03-24,10,16255,LD.CANDLE  13.2,23.0,26.25,0.0,0.42,26.67
D,2024-03-24,11,16255,LD.CANDLE  13.2,23.0,23.34,0.0,0.27,23.61
D,2024-03-24,12,16255,LD.CANDLE  13.2,23.0,21.87,0.0,0.2,22.07
D,2024-03-24,13,16255,LD.CANDLE  13.2,23.0,20.0,0.0,0.14,20.14
D,2024-03-24,14,16255,LD.CANDLE  13.2,22.0,19.08,0.0,0.11,19.19
D,2024-03-24,15,16255,LD.CANDLE  13.2,22.0,18.86,0.0,0.1,18.96
D,2024-03-24,16,16255,LD.CANDLE  13.2,22.0,18.63,0.0,0.13,18.76
D,2024-03-24,17,16255,LD.CANDLE  13.2,22.0,15.83,0.0,0.17,16.0
D,2024-03-24,18,16255,LD.CANDLE  13.2,24.0,25.89,0.0,0.4,26.29
D,2024-03-24,19,16255,LD.CANDLE  13.2,25.0,35.29,0.0,0.7,35.99
D,2024-03-24,20,16255,LD.CANDLE  13.2,26.0,41.53,0.0,0.94,42.47
D,2024-03-24,21,16255,LD.CANDLE  13.2,26.0,52.13,0.0,1.16,53.29
D,2024-03-24,22,16255,LD.CANDLE  13.2,25.0,46.23,0.0,0.98,47.21
D,2024-03-24,23,16255,LD.CANDLE  13.2,24.0,31.81,0.0,0.56,32.37
D,2024-03-24,24,16255,LD.CANDLE  13.2,23.0,41.85,0.0,0.68,42.53
D,2024-03-25,1,16255,LD.CANDLE  13.2,22.0,33.95,0.0,0.54,34.49
D,2024-03-25,2,16255,LD.CANDLE  13.2,22.0,25.96,0.0,0.37,26.33
D,2024-03-25,3,16255,LD.CANDLE  13.2,21.0,23.75,0.0,0.34,24.09
D,2024-03-25,4,16255,LD.CANDLE  13.2,21.0,24.1,0.0,0.35,24.45
D,2024-03-25,5,16255,LD.CANDLE  13.2,21.0,20.36,0.0,0.32,20.68
D,2024-03-25,6,16255,LD.CANDLE  13.2,22.0,20.23,0.0,0.36,20.59
D,2024-03-25,7,16255,LD.CANDLE  13.2,23.0,20.85,0.0,0.4,21.25
D,2024-03-25,8,16255,LD.CANDLE  13.2,25.0,23.5,0.0,0.47,23.97
D,2024-03-25,9,16255,LD.CANDLE  13.2,25.0,25.32,0.0,0.48,25.8
D,2024-03-25,10,16255,LD.CANDLE  13.2,25.0,22.27,0.0,0.36,22.63
D,2024-03-25,11,16255,LD.CANDLE  13.2,25.0,19.83,0.0,0.24,20.07
D,2024-03-25,12,16255,LD.CANDLE  13.2,25.0,20.22,0.0,0.22,20.44
D,2024-03-25,13,16255,LD.CANDLE  13.2,23.0,19.59,0.0,0.19,19.78
D,2024-03-25,14,16255,LD.CANDLE  13.2,23.0,18.93,0.0,0.18,19.11
D,2024-03-25,15,16255,LD.CANDLE  13.2,22.0,18.04,0.0,0.16,18.2
D,2024-03-25,16,16255,LD.CANDLE  13.2,22.0,17.69,0.0,0.15,17.84
D,2024-03-25,17,16255,LD.CANDLE  13.2,22.0,13.21,0.0,0.14,13.35
D,2024-03-25,18,16255,LD.CANDLE  13.2,24.0,17.86,0.0,0.27,18.13
D,2024-03-25,19,16255,LD.CANDLE  13.2,26.0,21.16,0.0,0.42,21.58
D,2024-03-25,20,16255,LD.CANDLE  13.2,27.0,37.87,0.0,0.86,38.73
D,2024-03-25,21,16255,LD.CANDLE  13.2,27.0,19.92,0.0,0.48,20.4
D,2024-03-25,22,16255,LD.CANDLE  13.2,25.0,19.47,0.0,0.49,19.96
D,2024-03-25,23,16255,LD.CANDLE  13.2,24.0,19.23,0.0,0.45,19.68
D,2024-03-25,24,16255,LD.CANDLE  13.2,22.0,22.4,0.0,0.53,22.93
D,2024-03-26,1,16255,LD.CANDLE  13.2,21.0,20.32,0.0,0.43,20.75
D,2024-03-26,2,16255,LD.CANDLE  13.2,21.0,21.12,0.0,0.39,21.51
D,2024-03-26,3,16255,LD.CANDLE  13.2,21.0,21.39,0.0,0.38,21.77
D,2024-03-26,4,16255,LD.CANDLE  13.2,21.0,20.45,0.0,0.36,20.81
D,2024-03-26,5,16255,LD.CANDLE  13.2,21.0,25.88,0.0,0.47,26.35
D,2024-03-26,6,16255,LD.CANDLE  13.2,21.0,25.78,0.0,0.53,26.31
D,2024-03-26,7,16255,LD.CANDLE  13.2,22.0,46.31,0.0,1.14,47.45
D,2024-03-26,8,16255,LD.CANDLE  13.2,24.0,44.18,0.0,1.15,45.33
D,2024-03-26,9,16255,LD.CANDLE  13.2,24.0,20.22,0.0,0.55,20.77
D,2024-03-26,10,16255,LD.CANDLE  13.2,24.0,20.46,0.0,0.53,20.99
D,2024-03-26,11,16255,LD.CANDLE  13.2,24.0,21.96,0.0,0.51,22.47
D,2024-03-26,12,16255,LD.CANDLE  13.2,22.0,20.34,0.0,0.45,20.79
D,2024-03-26,13,16255,LD.CANDLE  13.2,21.0,19.87,0.0,0.42,20.29
D,2024-03-26,14,16255,LD.CANDLE  13.2,20.0,20.82,0.0,0.43,21.25
D,2024-03-26,15,16255,LD.CANDLE  13.2,21.0,21.75,0.0,0.45,22.2
D,2024-03-26,16,16255,LD.CANDLE  13.2,21.0,22.39,0.01,0.48,22.88
D,2024-03-26,17,16255,LD.CANDLE  13.2,22.0,36.49,0.05,0.84,37.38
D,2024-03-26,18,16255,LD.CANDLE  13.2,23.0,38.24,0.04,0.99,39.27
D,2024-03-26,19,16255,LD.CANDLE  13.2,24.0,33.55,0.0,0.95,34.5
D,2024-03-26,20,16255,LD.CANDLE  13.2,25.0,34.89,0.0,1.02,35.91
D,2024-03-26,21,16255,LD.CANDLE  13.2,25.0,25.15,0.0,0.73,25.88
D,2024-03-26,22,16255,LD.CANDLE  13.2,23.0,32.07,0.0,0.85,32.92
D,2024-03-26,23,16255,LD.CANDLE  13.2,22.0,21.23,0.0,0.49,21.72
D,2024-03-26,24,16255,LD.CANDLE  13.2,20.0,20.85,0.0,0.43,21.28
D,2024-03-27,1,16255,LD.CANDLE  13.2,19.0,26.22,0.0,0.5,26.72
D,2024-03-27,2,16255,LD.CANDLE  13.2,19.0,21.4,0.0,0.38,21.78
D,2024-03-27,3,16255,LD.CANDLE  13.2,18.0,21.44,0.0,0.37,21.81
D,2024-03-27,4,16255,LD.CANDLE  13.2,18.0,20.43,0.0,0.36,20.79
D,2024-03-27,5,16255,LD.CANDLE  13.2,18.0,21.91,0.0,0.39,22.3
D,2024-03-27,6,16255,LD.CANDLE  13.2,18.0,29.88,0.0,0.59,30.47
D,2024-03-27,7,16255,LD.CANDLE  13.2,20.0,49.06,0.0,1.13,50.19
D,2024-03-27,8,16255,LD.CANDLE  13.2,22.0,36.3,0.0,0.9,37.2
D,2024-03-27,9,16255,LD.CANDLE  13.2,22.0,24.38,0.0,0.58,24.96
D,2024-03-27,10,16255,LD.CANDLE  13.2,20.0,25.5,0.0,0.53,26.03
D,2024-03-27,11,16255,LD.CANDLE  13.2,19.0,21.91,0.0,0.36,22.27
D,2024-03-27,12,16255,LD.CANDLE  13.2,17.0,20.06,0.0,0.26,20.32
D,2024-03-27,13,16255,LD.CANDLE  13.2,16.0,18.74,0.0,0.18,18.92
D,2024-03-27,14,16255,LD.CANDLE  13.2,14.0,18.64,0.0,0.12,18.76
D,2024-03-27,15,16255,LD.CANDLE  13.2,15.0,18.36,0.0,0.13,18.49
D,2024-03-27,16,16255,LD.CANDLE  13.2,13.0,23.48,0.0,0.24,23.72
D,2024-03-27,17,16255,LD.CANDLE  13.2,14.0,32.07,0.0,0.44,32.51
D,2024-03-27,18,16255,LD.CANDLE  13.2,17.0,40.15,0.0,0.8,40.95
D,2024-03-27,19,16255,LD.CANDLE  13.2,18.0,36.99,0.0,0.89,37.88
D,2024-03-27,20,16255,LD.CANDLE  13.2,19.0,35.28,0.0,0.89,36.17
D,2024-03-27,21,16255,LD.CANDLE  13.2,19.0,35.01,0.0,0.85,35.86
D,2024-03-27,22,16255,LD.CANDLE  13.2,18.0,39.33,0.0,0.83,40.16
D,2024-03-27,23,16255,LD.CANDLE  13.2,17.0,34.79,0.0,0.59,35.38
D,2024-03-27,24,16255,LD.CANDLE  13.2,16.0,22.21,0.0,0.34,22.55
D,2024-03-28,1,16255,LD.CANDLE  13.2,15.0,28.94,0.0,0.38,29.32
D,2024-03-28,2,16255,LD.CANDLE  13.2,14.0,23.91,0.0,0.26,24.17
D,2024-03-28,3,16255,LD.CANDLE  13.2,14.0,24.6,0.0,0.28,24.88
D,2024-03-28,4,16255,LD.CANDLE  13.2,16.0,21.37,0.0,0.26,21.63
D,2024-03-28,5,16255,LD.CANDLE  13.2,16.0,22.55,0.0,0.27,22.82
D,2024-03-28,6,16255,LD.CANDLE  13.2,17.0,23.78,0.0,0.33,24.11
D,2024-03-28,7,16255,LD.CANDLE  13.2,18.0,35.16,0.02,0.56,35.74
D,2024-03-28,8,16255,LD.CANDLE  13.2,20.0,61.51,0.06,1.01,62.58
D,2024-03-28,9,16255,LD.CANDLE  13.2,20.0,31.89,0.02,0.56,32.47
D,2024-03-28,10,16255,LD.CANDLE  13.2,21.0,41.38,0.02,0.8,42.2
D,2024-03-28,11,16255,LD.CANDLE  13.2,21.0,43.6,0.03,0.88,44.51
D,2024-03-28,12,16255,LD.CANDLE  13.2,18.0,40.43,0.04,0.82,41.29
D,2024-03-28,13,16255,LD.CANDLE  13.2,23.0,47.21,0.04,0.95,48.2
D,2024-03-28,14,16255,LD.CANDLE  13.2,22.0,40.89,0.01,0.74,41.64
D,2024-03-28,15,16255,LD.CANDLE  13.2,23.0,23.12,0.0,0.41,23.53
D,2024-03-28,16,16255,LD.CANDLE  13.2,22.0,20.34,0.0,0.38,20.72
D,2024-03-28,17,16255,LD.CANDLE  13.2,24.0,23.51,0.01,0.45,23.97
D,2024-03-28,18,16255,LD.CANDLE  13.2,24.0,20.94,0.0,0.44,21.38
D,2024-03-28,19,16255,LD.CANDLE  13.2,24.0,21.31,0.0,0.44,21.75
D,2024-03-28,20,16255,LD.CANDLE  13.2,25.0,21.87,0.0,0.42,22.29
D,2024-03-28,21,16255,LD.CANDLE  13.2,24.0,22.81,0.0,0.4,23.21
D,2024-03-28,22,16255,LD.CANDLE  13.2,23.0,26.94,0.01,0.43,27.38
D,2024-03-28,23,16255,LD.CANDLE  13.2,22.0,24.6,0.0,0.31,24.91
D,2024-03-28,24,16255,LD.CANDLE  13.2,21.0,19.74,0.0,0.23,19.97
D,2024-03-29,1,16255,LD.CANDLE  13.2,20.0,21.84,0.0,0.25,22.09
D,2024-03-29,2,16255,LD.CANDLE  13.2,19.0,20.58,0.0,0.24,20.82
D,2024-03-29,3,16255,LD.CANDLE  13.2,19.0,18.47,0.0,0.22,18.69
D,2024-03-29,4,16255,LD.CANDLE  13.2,19.0,18.72,0.0,0.23,18.95
D,2024-03-29,5,16255,LD.CANDLE  13.2,19.0,19.67,0.0,0.24,19.91
D,2024-03-29,6,16255,LD.CANDLE  13.2,20.0,31.92,0.0,0.42,32.34
D,2024-03-29,7,16255,LD.CANDLE  13.2,21.0,34.45,0.0,0.54,34.99
D,2024-03-29,8,16255,LD.CANDLE  13.2,24.0,29.25,0.0,0.47,29.72
D,2024-03-29,9,16255,LD.CANDLE  13.2,24.0,45.84,0.04,0.79,46.67
D,2024-03-29,10,16255,LD.CANDLE  13.2,25.0,36.99,0.04,0.68,37.71
D,2024-03-29,11,16255,LD.CANDLE  13.2,24.0,34.92,0.06,0.71,35.69
D,2024-03-29,12,16255,LD.CANDLE  13.2,24.0,21.68,0.04,0.46,22.18
D,2024-03-29,13,16255,LD.CANDLE  13.2,24.0,18.72,0.04,0.36,19.12
D,2024-03-29,14,16255,LD.CANDLE  13.2,24.0,4.86,0.02,0.08,4.96
D,2024-03-29,15,16255,LD.CANDLE  13.2,23.0,6.47,0.02,0.1,6.59
D,2024-03-29,16,16255,LD.CANDLE  13.2,22.0,10.01,0.04,0.15,10.2
D,2024-03-29,17,16255,LD.CANDLE  13.2,22.0,12.22,0.03,0.17,12.42
D,2024-03-29,18,16255,LD.CANDLE  13.2,21.0,16.62,0.03,0.28,16.93
D,2024-03-29,19,16255,LD.CANDLE  13.2,22.0,19.22,0.03,0.38,19.63
D,2024-03-29,20,16255,LD.CANDLE  13.2,23.0,25.73,0.04,0.52,26.29
D,2024-03-29,21,16255,LD.CANDLE  13.2,23.0,20.98,0.03,0.43,21.44
D,2024-03-29,22,16255,LD.CANDLE  13.2,22.0,21.43,0.04,0.42,21.89
D,2024-03-29,23,16255,LD.CANDLE  13.2,22.0,23.82,0.04,0.43,24.29
D,2024-03-29,24,16255,LD.CANDLE  13.2,21.0,18.09,0.02,0.3,18.41
D,2024-03-30,1,16255,LD.CANDLE  13.2,20.0,18.87,0.07,0.32,19.26
D,2024-03-30,2,16255,LD.CANDLE  13.2,20.0,18.18,0.09,0.32,18.59
D,2024-03-30,3,16255,LD.CANDLE  13.2,20.0,18.29,0.09,0.32,18.7
D,2024-03-30,4,16255,LD.CANDLE  13.2,20.0,19.22,0.05,0.33,19.6
D,2024-03-30,5,16255,LD.CANDLE  13.2,20.0,20.69,0.03,0.35,21.07
D,2024-03-30,6,16255,LD.CANDLE  13.2,20.0,24.2,0.05,0.4,24.65
D,2024-03-30,7,16255,LD.CANDLE  13.2,21.0,21.01,0.03,0.37,21.41
D,2024-03-30,8,16255,LD.CANDLE  13.2,21.0,19.52,0.03,0.36,19.91
D,2024-03-30,9,16255,LD.CANDLE  13.2,21.0,15.41,0.03,0.25,15.69
D,2024-03-30,10,16255,LD.CANDLE  13.2,19.0,7.99,0.02,0.1,8.11
D,2024-03-30,11,16255,LD.CANDLE  13.2,18.0,5.58,0.02,0.03,5.63
D,2024-03-30,12,16255,LD.CANDLE  13.2,17.0,-5.85,0.0,-0.02,-5.87
D,2024-03-30,13,16255,LD.CANDLE  13.2,16.0,3.81,0.06,0.01,3.88
D,2024-03-30,14,16255,LD.CANDLE  13.2,15.0,-24.23,0.03,0.0,-24.2
D,2024-03-30,15,16255,LD.CANDLE  13.2,15.0,-8.38,0.03,0.0,-8.35
D,2024-03-30,16,16255,LD.CANDLE  13.2,15.0,6.3,0.01,0.02,6.33
D,2024-03-30,17,16255,LD.CANDLE  13.2,15.0,15.27,0.03,0.1,15.4
D,2024-03-30,18,16255,LD.CANDLE  13.2,16.0,24.55,0.04,0.3,24.89
D,2024-03-30,19,16255,LD.CANDLE  13.2,18.0,30.16,0.04,0.49,30.69
D,2024-03-30,20,16255,LD.CANDLE  13.2,20.0,34.98,0.05,0.68,35.71
D,2024-03-30,21,16255,LD.CANDLE  13.2,20.0,32.92,0.04,0.67,33.63
D,2024-03-30,22,16255,LD.CANDLE  13.2,20.0,19.94,0.02,0.39,20.35
D,2024-03-30,23,16255,LD.CANDLE  13.2,19.0,26.16,0.01,0.52,26.69
D,2024-03-30,24,16255,LD.CANDLE  13.2,19.0,24.48,0.02,0.48,24.98
D,2024-03-31,1,16255,LD.CANDLE  13.2,18.0,18.32,0.0,0.34,18.66
D,2024-03-31,2,16255,LD.CANDLE  13.2,17.0,16.85,0.0,0.32,17.17
D,2024-03-31,3,16255,LD.CANDLE  13.2,17.0,16.59,0.0,0.3,16.89
D,2024-03-31,4,16255,LD.CANDLE  13.2,17.0,16.85,0.01,0.29,17.15
D,2024-03-31,5,16255,LD.CANDLE  13.2,17.0,17.17,0.0,0.3,17.47
D,2024-03-31,6,16255,LD.CANDLE  13.2,17.0,17.32,0.0,0.3,17.62
D,2024-03-31,7,16255,LD.CANDLE  13.2,17.0,18.3,0.0,0.31,18.61
D,2024-03-31,8,16255,LD.CANDLE  13.2,18.0,18.41,0.0,0.3,18.71
D,2024-03-31,9,16255,LD.CANDLE  13.2,17.0,23.81,0.0,0.39,24.2
D,2024-03-31,10,16255.0,LD.CANDLE  13.2,16.0,16.41,0.0,0.26,16.67
D,2024-03-31,11,16255.0,LD.CANDLE  13.2,17.0,16.46,0.0,0.16,16.62
D,2024-03-31,12,16255.0,LD.CANDLE  13.2,14.0,16.26,0.0,0.11,16.37
D,2024-03-31,13,16255.0,LD.CANDLE  13.2,14.0,14.6,0.0,0.08,14.68
