Project,Scenario,Dollar_year,Weather_year,Start_day,r,state,gea,country,tz,t
Cambium23,MidCase,2022$,2012,Sunday,p131,MA,ISONE,usa,ET,2050
Metric definitions and scenario descriptions: 2023 Cambium Documentation (https://www.nrel.gov/docs/fy24osti/88507.pdf)
Time,Time,Load,Load,Load,Load,Load,Load,Load,Transmission,Transmission,Operational,Operational,Operational,Operational,Clean Energy Fraction,Clean Energy Fraction,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Busbar costs,Busbar costs,Busbar costs,Busbar costs,End use cost,End use cost,End use cost,End use cost,Curtailment,Curtailment,Curtailment,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation
Datetime,Datetime,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh/MWh,MWh/MWh,unitless,unitless,fraction,fraction,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
timestamp,timestamp_local,busbar_load_for_enduse,battery_charging,phs_charging,trans_losses,busbar_load,enduse_load,net_load_busbar,imports,exports,distloss_rate_avg,distloss_rate_marg,marg_gen_tech,marg_es_tech,cef_gen,cef_load,aer_gen_co2_c,aer_gen_ch4_c,aer_gen_n2o_c,aer_gen_co2_p,aer_gen_ch4_p,aer_gen_n2o_p,aer_gen_co2e_c,aer_gen_co2e_p,aer_gen_co2e,aer_load_co2_c,aer_load_ch4_c,aer_load_n2o_c,aer_load_co2_p,aer_load_ch4_p,aer_load_n2o_p,aer_load_co2e_c,aer_load_co2e_p,aer_load_co2e,lrmer_co2_c,lrmer_ch4_c,lrmer_n2o_c,lrmer_co2_p,lrmer_ch4_p,lrmer_n2o_p,lrmer_co2e_c,lrmer_co2e_p,lrmer_co2e,srmer_co2_c,srmer_ch4_c,srmer_n2o_c,srmer_co2_p,srmer_ch4_p,srmer_n2o_p,srmer_co2e_c,srmer_co2e_p,srmer_co2e,energy_cost_busbar,capacity_cost_busbar,portfolio_cost_busbar,total_cost_busbar,energy_cost_enduse,capacity_cost_enduse,portfolio_cost_enduse,total_cost_enduse,curt_wind_MWh,curt_solar_MWh,curtailment_MWh,generation,variable_generation,battery_MWh,biomass_MWh,beccs_MWh,canada_MWh,coal_MWh,coal-ccs_MWh,csp_MWh,distpv_MWh,gas-cc_MWh,gas-cc-ccs_MWh,gas-ct_MWh,geothermal_MWh,hydro_MWh,nuclear_MWh,o-g-s_MWh,phs_MWh,h2-ct_MWh,upv_MWh,wind-ons_MWh,wind-ofs_MWh
2050-01-01 00:00:00,2050-01-01 00:00:00,9376.8,0.0,0.0,26.1,9402.9,9073.3,5051.8,3681.4,0.0,0.0324,0.0438,gas-cc,gas-cc,1.0,1.0,0.0,0.0,0.0,1.0,1.2,0.0,0.0,1.0,1.0,0.8,0.0,0.0,0.3,6.1,0.0,0.8,0.5,1.2,20.5,0.4,0.04,2.4,152.5,0.01,20.5,6.9,27.5,386.0,7.3,0.73,45.6,2912.5,0.17,386.4,132.4,518.8,21.76,0.0,19.43,41.19,22.75,0.0,20.32,43.08,0.0,0.0,0.0,5721.5,4351.2,0.0,129.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.8,0.0,0.0,1083.8,0.0,0.0,528.9,3822.3
2050-01-01 01:00:00,2050-01-01 01:00:00,8548.4,0.0,0.0,20.3,8568.7,8279.6,3923.0,2968.5,0.0,0.0314,0.0399,gas-cc,gas-cc,1.0,1.0,0.0,0.0,0.0,1.0,1.3,0.0,0.0,1.1,1.1,0.5,0.0,0.0,0.3,4.2,0.0,0.5,0.4,0.9,12.3,0.2,0.02,1.4,91.9,0.01,12.3,4.2,16.5,384.4,7.2,0.72,45.4,2900.7,0.17,384.8,131.9,516.7,21.76,0.0,19.51,41.27,22.66,0.0,20.32,42.98,0.0,0.0,0.0,5600.2,4645.7,0.0,129.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.8,0.0,0.0,668.0,0.0,0.0,520.6,4125.2
2050-01-01 02:00:00,2050-01-01 02:00:00,7969.5,0.0,0.0,22.3,7991.7,7723.0,3428.5,3139.3,0.0,0.0309,0.0372,phs,gas-cc,1.0,1.0,0.0,0.0,0.0,1.2,1.4,0.01,0.0,1.2,1.2,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.2,0.2,23.0,0.4,0.04,2.7,172.9,0.01,23.0,7.9,30.9,372.6,7.0,0.7,44.0,2812.0,0.16,373.0,127.9,500.9,21.76,0.0,19.57,41.32,22.6,0.0,20.32,42.92,0.0,0.0,0.0,4852.4,4563.3,2.6,129.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.8,0.0,0.0,0.0,0.0,0.0,522.4,4040.8
2050-01-01 03:00:00,2050-01-01 03:00:00,7621.1,0.0,0.0,17.2,7638.3,7387.3,3541.1,2468.9,0.0,0.0307,0.0356,phs,gas-cc,1.0,1.0,0.0,0.0,0.0,1.1,1.4,0.0,0.0,1.2,1.2,0.7,0.0,0.0,0.3,5.4,0.0,0.7,0.5,1.1,10.1,0.2,0.02,1.2,74.3,0.0,10.1,3.4,13.5,378.2,7.1,0.71,44.7,2853.9,0.16,378.6,129.8,508.4,21.76,0.0,19.6,41.36,22.56,0.0,20.32,42.88,0.0,0.0,0.0,5169.3,4097.2,0.0,129.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.8,0.0,0.0,785.7,0.0,0.0,483.2,3614.0
2050-01-01 04:00:00,2050-01-01 04:00:00,7383.2,0.0,0.0,25.0,7408.2,7157.7,3902.8,3303.6,0.0,0.0305,0.0345,gas-cc,gas-cc,1.0,1.0,0.0,0.0,0.0,1.4,1.7,0.01,0.0,1.5,1.5,0.3,0.0,0.0,0.3,2.6,0.0,0.3,0.4,0.7,12.3,0.2,0.03,1.4,90.5,0.01,12.3,4.1,16.4,382.2,7.2,0.72,45.2,2884.4,0.17,382.6,131.2,513.8,21.76,0.0,19.62,41.38,22.53,0.0,20.32,42.86,0.0,0.0,0.0,4104.6,3505.4,0.0,129.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.8,0.0,0.0,312.7,0.0,0.0,453.2,3052.1
2050-01-01 05:00:00,2050-01-01 05:00:00,7416.8,0.0,0.0,23.2,7440.1,7190.2,4561.4,2788.0,0.0,0.0306,0.0347,gas-cc,gas-cc,1.0,1.0,0.0,0.0,0.0,1.2,1.5,0.01,0.0,1.3,1.3,1.3,0.0,0.0,0.4,10.3,0.0,1.3,0.7,2.0,14.7,0.3,0.03,1.7,108.4,0.01,14.7,5.0,19.6,382.3,7.2,0.72,45.2,2884.8,0.17,382.7,131.2,513.9,21.76,0.0,19.62,41.37,22.54,0.0,20.32,42.86,0.0,0.0,0.0,4652.1,2878.7,0.0,129.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.8,0.0,0.0,1486.9,0.0,0.0,405.1,2473.6
2050-01-01 06:00:00,2050-01-01 06:00:00,7847.4,0.0,0.0,40.3,7887.7,7605.4,5851.1,4562.4,533.4,0.0308,0.0367,battery,gas-cc,1.0,1.0,0.0,0.0,0.0,1.5,1.8,0.01,0.0,1.5,1.5,1.2,0.0,0.0,0.5,9.8,0.01,1.2,0.8,2.0,7.5,0.2,0.02,0.9,55.4,0.0,7.5,2.5,10.0,372.4,7.0,0.7,44.0,2810.4,0.16,372.8,127.8,500.6,22.07,0.0,19.58,41.65,22.91,0.0,20.32,43.23,0.0,0.0,0.0,3858.7,2036.5,48.7,129.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.8,0.0,0.0,1486.9,0.0,0.0,316.3,1720.2
2050-01-01 07:00:00,2050-01-01 07:00:00,8274.7,0.0,0.0,45.3,8320.0,8016.7,6283.5,5161.8,486.8,0.0312,0.0387,gas-cc,gas-cc,1.0,1.0,0.0,0.0,0.0,1.6,1.9,0.01,0.0,1.6,1.6,1.0,0.0,0.0,0.5,8.3,0.01,1.0,0.8,1.8,14.3,0.3,0.03,1.7,105.6,0.01,14.3,4.8,19.1,383.9,7.2,0.72,45.3,2896.9,0.17,384.3,131.7,516.0,22.07,0.0,19.54,41.61,22.96,0.0,20.32,43.28,0.0,0.0,0.0,3645.0,2036.6,48.7,129.7,0.0,0.0,0.0,0.0,0.0,583.1,0.0,0.0,0.0,0.0,156.8,0.0,0.0,1273.2,0.0,235.9,190.1,1027.5
2050-01-01 08:00:00,2050-01-01 08:00:00,8943.2,50.0,245.2,54.7,9293.0,8658.2,6486.2,6252.9,0.0,0.0319,0.0418,distpv,distpv,1.0,1.0,0.0,0.0,0.0,1.9,2.3,0.01,0.0,2.0,2.0,0.0,0.0,0.0,0.3,0.6,0.0,0.0,0.4,0.4,7.7,0.2,0.02,0.9,57.1,0.0,7.7,2.6,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,19.47,20.09,0.65,0.0,20.32,20.97,0.0,0.0,0.0,3040.1,2806.8,0.0,129.7,0.0,0.0,0.0,0.0,0.0,1604.1,0.0,0.0,0.0,0.0,103.5,0.0,0.0,0.0,0.0,648.8,67.2,486.7
2050-01-01 09:00:00,2050-01-01 09:00:00,9236.8,50.0,700.4,62.9,10050.1,8939.4,7542.2,7309.0,0.0,0.0322,0.0432,battery,distpv,1.0,1.0,0.0,0.0,0.0,2.1,2.6,0.01,0.0,2.2,2.2,0.0,0.0,0.0,0.4,0.7,0.01,0.0,0.4,0.4,13.1,0.3,0.03,1.5,96.7,0.01,13.1,4.4,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,-1.78,0.0,0.41,0.0,-1.86,0.0,0.0,0.0,0.0,2741.1,2507.9,0.0,129.7,0.0,0.0,0.0,0.0,0.0,1627.0,0.0,0.0,0.0,0.0,103.5,0.0,0.0,0.0,0.0,658.0,24.0,198.9
2050-01-01 10:00:00,2050-01-01 10:00:00,9526.3,0.0,0.0,62.6,9588.9,9216.2,7416.7,7090.7,120.1,0.0326,0.0445,phs,distpv,1.0,1.0,0.0,0.0,0.0,2.2,2.7,0.01,0.0,2.3,2.3,0.2,0.0,0.0,0.4,1.8,0.01,0.2,0.4,0.6,12.8,0.3,0.03,1.5,94.8,0.01,12.8,4.3,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,-1.81,0.0,1.77,0.0,-1.89,0.0,0.0,0.0,0.0,2618.3,2172.2,0.0,129.7,0.0,0.0,0.0,0.0,0.0,1498.8,0.0,0.0,0.0,0.0,103.5,0.0,0.0,212.8,0.0,606.1,13.7,53.7
2050-01-01 11:00:00,2050-01-01 11:00:00,9617.9,0.0,0.0,62.5,9680.4,9303.7,7782.1,7119.3,75.5,0.0327,0.0449,hydro,distpv,1.0,1.0,0.0,0.0,0.0,2.2,2.7,0.01,0.0,2.3,2.3,0.3,0.0,0.0,0.4,3.2,0.01,0.3,0.5,0.8,13.0,0.3,0.03,1.5,95.9,0.01,13.0,4.4,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,-1.82,0.0,1.73,0.0,-1.9,0.0,0.0,0.0,0.0,2636.6,1898.4,48.7,129.7,0.0,0.0,0.0,0.0,0.0,1291.5,0.0,0.0,0.0,0.0,126.2,0.0,0.0,433.7,0.0,522.2,55.2,29.5
2050-01-01 12:00:00,2050-01-01 12:00:00,9977.9,0.0,0.0,63.2,10041.0,9647.2,7904.5,7418.1,0.0,0.0331,0.0466,hydro,distpv,1.0,1.0,0.0,0.0,0.0,2.2,2.7,0.01,0.0,2.3,2.3,0.2,0.0,0.0,0.4,1.9,0.01,0.2,0.4,0.6,10.0,0.2,0.02,1.2,73.7,0.0,10.0,3.4,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.0,-1.85,0.0,1.66,0.0,-1.94,0.0,0.0,0.0,0.0,2622.9,2136.6,36.3,129.7,0.0,0.0,0.0,0.0,0.0,1355.6,0.0,0.0,0.0,0.0,103.5,0.0,0.0,216.8,0.0,548.4,125.7,106.9
2050-01-01 13:00:00,2050-01-01 13:00:00,10143.2,50.0,0.0,57.6,10250.8,9804.7,7393.6,7160.4,0.0,0.0334,0.0474,wind-ons,wind-ons,1.0,1.0,0.0,0.0,0.0,1.9,2.3,0.01,0.0,1.9,1.9,0.0,0.0,0.0,0.3,0.6,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.87,0.0,0.0,0.0,-1.96,0.0,0.0,0.0,0.0,3090.4,2857.1,0.0,129.7,0.0,0.0,0.0,0.0,0.0,1541.1,0.0,0.0,0.0,0.0,103.5,0.0,0.0,0.0,0.0,623.4,226.1,466.5
2050-01-01 14:00:00,2050-01-01 14:00:00,10151.6,7.3,312.4,60.4,10531.7,9812.7,7531.2,7298.0,0.0,0.0334,0.0474,wind-ons,wind-ons,1.0,1.0,0.0,0.0,0.0,1.8,2.2,0.01,0.0,1.8,1.8,0.0,0.0,0.0,0.3,0.6,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.87,0.0,0.0,0.0,-1.96,0.0,0.0,0.0,0.0,3233.7,3000.4,0.0,129.7,0.0,0.0,0.0,0.0,0.0,1186.2,0.0,0.0,0.0,0.0,103.5,0.0,0.0,0.0,0.0,479.9,287.1,1047.3
2050-01-01 15:00:00,2050-01-01 15:00:00,10368.4,0.0,0.0,63.2,10431.7,10019.2,7863.2,7378.0,46.6,0.0337,0.0484,hydro,hydro,1.0,1.0,0.0,0.0,0.0,1.9,2.3,0.01,0.0,1.9,1.9,0.2,0.0,0.0,0.4,2.1,0.0,0.2,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.89,0.0,0.0,0.0,-1.98,0.0,0.0,0.0,0.0,3100.3,2568.5,48.7,129.7,0.0,0.0,0.0,0.0,0.0,118.1,0.0,0.0,0.0,0.0,103.5,0.0,0.0,249.9,0.0,47.8,461.6,1941.0
2050-01-01 16:00:00,2050-01-01 16:00:00,11337.9,0.0,0.0,61.2,11399.1,10939.5,7674.2,7441.0,0.0,0.0351,0.053,wind-ofs,wind-ofs,1.0,1.0,0.0,0.0,0.0,1.4,1.8,0.01,0.0,1.5,1.5,0.0,0.0,0.0,0.3,0.5,0.0,0.0,0.3,0.3,4.8,0.1,0.01,0.6,35.3,0.0,4.8,1.6,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.25,19.25,0.01,0.0,20.32,20.33,0.0,0.0,0.0,3958.1,3724.9,0.0,129.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.5,0.0,0.0,0.0,0.0,0.0,538.1,3186.8
2050-01-01 17:00:00,2050-01-01 17:00:00,12364.2,0.0,0.0,60.2,12424.4,11908.9,7737.2,7504.0,0.0,0.0368,0.0578,wind-ons,wind-ons,1.0,1.0,0.0,0.0,0.0,1.2,1.4,0.01,0.0,1.2,1.2,0.0,0.0,0.0,0.2,0.5,0.0,0.0,0.3,0.3,4.7,0.1,0.01,0.6,34.9,0.0,4.7,1.6,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.08,0.0,0.01,0.0,-2.21,0.0,0.0,0.0,0.0,4920.5,4687.2,0.0,129.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.5,0.0,0.0,0.0,0.0,0.0,543.9,4143.4
2050-01-01 18:00:00,2050-01-01 18:00:00,12534.7,0.0,0.0,54.2,12588.9,12069.6,6951.5,6718.3,0.0,0.0371,0.0586,wind-ons,wind-ons,1.0,1.0,0.0,0.0,0.0,1.0,1.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.2,0.2,6.4,0.1,0.01,0.8,47.5,0.0,6.4,2.2,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.09,0.0,0.01,0.0,-2.22,0.0,0.0,0.0,0.0,5870.6,5637.4,0.0,129.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.5,0.0,0.0,0.0,0.0,0.0,559.4,5077.9
2050-01-01 19:00:00,2050-01-01 19:00:00,12480.0,0.0,0.0,47.6,12527.6,12018.0,6285.3,6052.1,0.0,0.037,0.0583,wind-ons,wind-ons,1.0,1.0,0.0,0.0,0.0,0.9,1.1,0.0,0.0,0.9,0.9,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.2,0.2,6.4,0.1,0.01,0.8,47.3,0.0,6.4,2.2,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.09,0.0,0.01,0.0,-2.22,0.0,0.0,0.0,0.0,6475.5,6242.3,0.0,129.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.5,0.0,0.0,0.0,0.0,0.0,550.1,5692.2
2050-01-01 20:00:00,2050-01-01 20:00:00,11963.2,0.0,0.0,38.2,12001.3,11530.7,5380.9,5147.7,0.0,0.0362,0.0559,wind-ons,wind-ons,1.0,1.0,0.0,0.0,0.0,0.8,1.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,0.2,0.3,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.04,0.0,0.01,0.0,-2.16,0.0,0.0,0.0,0.0,6853.6,6620.4,0.0,129.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.5,0.0,0.0,0.0,0.0,0.0,562.5,6058.0
2050-01-01 21:00:00,2050-01-01 21:00:00,11206.3,0.0,0.0,24.5,11230.8,10814.8,3926.2,3692.9,0.0,0.0349,0.0524,wind-ons,wind-ons,1.0,1.0,0.0,0.0,0.0,0.8,0.9,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.97,0.0,0.0,0.0,-2.08,0.0,0.0,0.0,0.0,7537.9,7304.6,0.0,129.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.5,0.0,0.0,0.0,0.0,0.0,562.1,6742.5
2050-01-01 22:00:00,2050-01-01 22:00:00,10405.3,0.0,0.0,13.9,10419.2,10054.2,3079.7,2846.4,0.0,0.0337,0.0486,wind-ofs,wind-ofs,1.0,1.0,0.0,0.0,0.0,0.8,0.9,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.89,0.0,0.0,0.0,-1.99,0.0,0.0,0.0,0.0,7572.8,7339.5,0.0,129.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.5,0.0,0.0,0.0,0.0,0.0,557.3,6782.3
2050-01-01 23:00:00,2050-01-01 23:00:00,9463.2,35.3,0.0,5.4,9503.9,9155.8,2140.8,1907.5,0.0,0.0325,0.0442,wind-ons,wind-ons,1.0,1.0,0.0,0.0,0.0,0.8,0.9,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8,0.0,0.0,0.0,-1.89,0.0,0.0,0.0,0.0,7596.3,7363.1,0.0,129.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.5,0.0,0.0,0.0,0.0,0.0,571.2,6791.9
2050-01-02 00:00:00,2050-01-02 00:00:00,8373.7,0.0,1801.0,10.6,10185.2,8111.8,2902.4,2669.1,0.0,0.0313,0.0391,wind-ons,wind-ons,1.0,1.0,0.0,0.0,0.0,0.8,0.9,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7,0.0,0.0,0.0,-1.77,0.0,0.0,0.0,0.0,7516.1,7282.9,0.0,129.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.5,0.0,0.0,0.0,0.0,0.0,543.7,6739.2
2050-01-02 01:00:00,2050-01-02 01:00:00,7651.6,50.0,1801.0,5.0,9507.6,7416.7,2289.7,2056.5,0.0,0.0307,0.0358,wind-ons,wind-ons,1.0,1.0,0.0,0.0,0.0,0.8,0.9,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.2,0.1,0.0,0.0,0.0,0.5,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.63,0.0,0.0,0.0,-1.69,0.0,0.0,0.0,0.0,7451.1,7217.9,0.0,129.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.5,0.0,0.0,0.0,0.0,0.0,538.9,6679.0
2050-01-02 02:00:00,2050-01-02 02:00:00,7208.4,50.0,1801.0,3.7,9063.1,6988.9,1838.9,1605.7,0.0,0.0304,0.0337,wind-ofs,wind-ofs,1.0,1.0,0.0,0.0,0.0,0.8,0.9,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.59,0.0,0.0,0.0,-1.64,0.0,0.0,0.0,0.0,7457.5,7224.2,0.0,129.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.5,0.0,0.0,0.0,0.0,0.0,554.3,6669.9
2050-01-02 03:00:00,2050-01-02 03:00:00,6876.8,50.0,1801.0,2.9,8730.7,6668.3,1473.5,1240.2,0.0,0.0303,0.0321,wind-ofs,wind-ofs,1.0,1.0,0.0,0.0,0.0,0.8,0.9,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.56,0.0,0.0,0.0,-1.61,0.0,0.0,0.0,0.0,7490.5,7257.2,0.0,129.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.5,0.0,0.0,0.0,0.0,0.0,564.5,6692.8
2050-01-02 04:00:00,2050-01-02 04:00:00,6861.1,50.0,1801.0,2.7,8714.7,6653.0,1402.6,1169.3,0.0,0.0303,0.0321,wind-ofs,wind-ofs,1.0,1.0,0.0,0.0,0.0,0.8,0.9,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.56,0.0,0.0,0.0,-1.61,0.0,0.0,0.0,0.0,7545.4,7312.2,0.0,129.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.5,0.0,0.0,0.0,0.0,0.0,561.0,6751.2
2050-01-02 05:00:00,2050-01-02 05:00:00,7290.5,0.0,1801.0,3.9,9095.4,7068.3,1911.0,1677.7,0.0,0.0305,0.0341,wind-ons,wind-ons,1.0,1.0,0.0,0.0,0.0,0.8,0.9,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6,0.0,0.0,0.0,-1.65,0.0,0.0,0.0,0.0,7417.7,7184.5,0.0,129.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.5,0.0,0.0,0.0,0.0,0.0,560.6,6623.8
2050-01-02 06:00:00,2050-01-02 06:00:00,8354.7,0.0,1801.0,10.6,10166.3,8093.6,2897.8,2664.6,0.0,0.0313,0.039,battery,wind-ons,1.0,1.0,0.0,0.0,0.0,0.8,0.9,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7,0.0,0.0,0.0,-1.77,0.0,0.0,0.0,0.0,7501.7,7268.5,0.0,129.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.5,0.0,0.0,0.0,0.0,0.0,562.4,6706.0
2050-01-02 07:00:00,2050-01-02 07:00:00,9610.5,0.0,1595.9,17.0,11223.4,9296.6,3801.5,3568.2,0.0,0.0327,0.0449,phs,distpv,1.0,1.0,0.0,0.0,0.0,0.7,0.9,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.82,0.0,0.0,0.0,-1.9,0.0,0.0,0.0,0.0,7655.1,7421.9,0.0,129.7,0.0,0.0,0.0,0.0,0.0,278.9,0.0,0.0,0.0,0.0,103.5,0.0,0.0,0.0,0.0,112.8,543.7,6486.4
